node_id;label;type;degree
@DISEASE_Progeria_short_stature_pigmented_nevi;@DISEASE_Progeria_short_stature_pigmented_nevi;disease;2.0
@DISEASE_Prosopagnosia;@DISEASE_Prosopagnosia;disease;2.0
@DISEASE_Prostate_Cancer_Hereditary_3;@DISEASE_Prostate_Cancer_Hereditary_3;disease;2.0
@DISEASE_Prosthesis_Related_Infections;@DISEASE_Prosthesis_Related_Infections;disease;2.0
@DISEASE_Pseudohypoparathyroidism_Type_1C;@DISEASE_Pseudohypoparathyroidism_Type_1C;disease;2.0
@DISEASE_Pseudolymphoma;@DISEASE_Pseudolymphoma;disease;2.0
@DISEASE_Psychophysiologic_Disorders;@DISEASE_Psychophysiologic_Disorders;disease;2.0
@DISEASE_Pulmonary_Blastoma;@DISEASE_Pulmonary_Blastoma;disease;2.0
@DISEASE_Pyomyositis;@DISEASE_Pyomyositis;disease;2.0
@DISEASE_Pyridoxine_dependent_epilepsy;@DISEASE_Pyridoxine_dependent_epilepsy;disease;2.0
@DISEASE_RNA_Virus_Infections;@DISEASE_RNA_Virus_Infections;disease;2.0
@DISEASE_Radio_renal_syndrome;@DISEASE_Radio_renal_syndrome;disease;2.0
@DISEASE_Rectovaginal_Fistula;@DISEASE_Rectovaginal_Fistula;disease;2.0
@DISEASE_Recurrent_respiratory_papillomatosis;@DISEASE_Recurrent_respiratory_papillomatosis;disease;2.0
@DISEASE_Reflex_Sympathetic_Dystrophy;@DISEASE_Reflex_Sympathetic_Dystrophy;disease;2.0
@DISEASE_Renal_tubular_acidosis_distal_autosomal_recessive;@DISEASE_Renal_tubular_acidosis_distal_autosomal_recessive;disease;2.0
@DISEASE_Respiratory_Aspiration;@DISEASE_Respiratory_Aspiration;disease;2.0
@DISEASE_Respiratory_Distress_Syndrome_Newborn;@DISEASE_Respiratory_Distress_Syndrome_Newborn;disease;2.0
@DISEASE_Retinal_Dystrophy_Reticular_Pigmentary_of_Posterior_Pole;@DISEASE_Retinal_Dystrophy_Reticular_Pigmentary_of_Posterior_Pole;disease;2.0
@DISEASE_Retinitis_Pigmentosa_Concentric;@DISEASE_Retinitis_Pigmentosa_Concentric;disease;2.0
@DISEASE_Retinoschisis;@DISEASE_Retinoschisis;disease;2.0
@DISEASE_Retrognathia;@DISEASE_Retrognathia;disease;2.0
@DISEASE_Rhabdoid_Tumor_Predisposition_Syndrome_1;@DISEASE_Rhabdoid_Tumor_Predisposition_Syndrome_1;disease;2.0
@DISEASE_Rhabdomyosarcoma_Alveolar;@DISEASE_Rhabdomyosarcoma_Alveolar;disease;2.0
@DISEASE_Rheumatoid_Nodule;@DISEASE_Rheumatoid_Nodule;disease;2.0
@DISEASE_Rhinophyma;@DISEASE_Rhinophyma;disease;2.0
@DISEASE_Rib_Fractures;@DISEASE_Rib_Fractures;disease;2.0
@DISEASE_Ribbing_disease;@DISEASE_Ribbing_disease;disease;2.0
@DISEASE_Root_Caries;@DISEASE_Root_Caries;disease;2.0
@DISEASE_Rothmund_Thomson_Syndrome;@DISEASE_Rothmund_Thomson_Syndrome;disease;2.0
@DISEASE_Sackey_Sakati_Aur_syndrome;@DISEASE_Sackey_Sakati_Aur_syndrome;disease;2.0
@DISEASE_Salivary_Gland_Fistula;@DISEASE_Salivary_Gland_Fistula;disease;2.0
@DISEASE_Schizophrenia_Disorganized;@DISEASE_Schizophrenia_Disorganized;disease;2.0
@DISEASE_Sclerosing_bone_dysplasia_mental_retardation;@DISEASE_Sclerosing_bone_dysplasia_mental_retardation;disease;2.0
@DISEASE_Sclerotylosis;@DISEASE_Sclerotylosis;disease;2.0
@DISEASE_Scrapie;@DISEASE_Scrapie;disease;2.0
@DISEASE_Sebaceous_Gland_Diseases;@DISEASE_Sebaceous_Gland_Diseases;disease;2.0
@DISEASE_Sebaceous_Gland_Neoplasms;@DISEASE_Sebaceous_Gland_Neoplasms;disease;2.0
@DISEASE_Sebaceous_gland_hyperplasia_familial_presenile;@DISEASE_Sebaceous_gland_hyperplasia_familial_presenile;disease;2.0
@DISEASE_Seckel_syndrome_1;@DISEASE_Seckel_syndrome_1;disease;2.0
@DISEASE_Secretory_breast_carcinoma;@DISEASE_Secretory_breast_carcinoma;disease;2.0
@DISEASE_Self_Mutilation;@DISEASE_Self_Mutilation;disease;2.0
@DISEASE_Senior_Loken_Syndrome;@DISEASE_Senior_Loken_Syndrome;disease;2.0
@DISEASE_Sensory_ataxic_neuropathy_dysarthria_and_ophthalmoparesis;@DISEASE_Sensory_ataxic_neuropathy_dysarthria_and_ophthalmoparesis;disease;2.0
@DISEASE_Sertoli_Leydig_Cell_Tumor;@DISEASE_Sertoli_Leydig_Cell_Tumor;disease;2.0
@DISEASE_Severe_Combined_Immunodeficiency;@DISEASE_Severe_Combined_Immunodeficiency;disease;2.0
@DISEASE_Sexual_and_Gender_Disorders;@DISEASE_Sexual_and_Gender_Disorders;disease;2.0
@DISEASE_Shellfish_Poisoning;@DISEASE_Shellfish_Poisoning;disease;2.0
@DISEASE_Short_QT_Syndrome_1;@DISEASE_Short_QT_Syndrome_1;disease;2.0
@DISEASE_Shoulder_Fractures;@DISEASE_Shoulder_Fractures;disease;2.0
@DISEASE_Sialadenitis;@DISEASE_Sialadenitis;disease;2.0
@DISEASE_Silo_Filler's_Disease;@DISEASE_Silo_Filler's_Disease;disease;2.0
@DISEASE_Simian_Acquired_Immunodeficiency_Syndrome;@DISEASE_Simian_Acquired_Immunodeficiency_Syndrome;disease;2.0
@DISEASE_Sinoatrial_Block;@DISEASE_Sinoatrial_Block;disease;2.0
@DISEASE_Sinus_Arrest_Cardiac;@DISEASE_Sinus_Arrest_Cardiac;disease;2.0
@DISEASE_Situs_Inversus;@DISEASE_Situs_Inversus;disease;2.0
@DISEASE_Snake_Bites;@DISEASE_Snake_Bites;disease;2.0
@DISEASE_Snyder_Robinson_syndrome;@DISEASE_Snyder_Robinson_syndrome;disease;2.0
@DISEASE_Spastic_Ataxia;@DISEASE_Spastic_Ataxia;disease;2.0
@DISEASE_Spinal_Fractures;@DISEASE_Spinal_Fractures;disease;2.0
@DISEASE_Spondyloepimetaphyseal_Dysplasia_With_Joint_Laxity;@DISEASE_Spondyloepimetaphyseal_Dysplasia_With_Joint_Laxity;disease;2.0
@DISEASE_Spondyloepimetaphyseal_Dysplasia_X_Linked;@DISEASE_Spondyloepimetaphyseal_Dysplasia_X_Linked;disease;2.0
@DISEASE_Spondyloepiphyseal_dysplasia_congenita;@DISEASE_Spondyloepiphyseal_dysplasia_congenita;disease;2.0
@DISEASE_Spondylolisthesis;@DISEASE_Spondylolisthesis;disease;2.0
@DISEASE_Sprains_and_Strains;@DISEASE_Sprains_and_Strains;disease;2.0
@DISEASE_Sprengel_deformity;@DISEASE_Sprengel_deformity;disease;2.0
@DISEASE_Stargardt_Disease;@DISEASE_Stargardt_Disease;disease;2.0
@DISEASE_Sternal_cleft;@DISEASE_Sternal_cleft;disease;2.0
@DISEASE_Stormorken_Syndrome;@DISEASE_Stormorken_Syndrome;disease;2.0
@DISEASE_Striae_Distensae;@DISEASE_Striae_Distensae;disease;2.0
@DISEASE_Striatonigral_Degeneration;@DISEASE_Striatonigral_Degeneration;disease;2.0
@DISEASE_Strongyloidiasis;@DISEASE_Strongyloidiasis;disease;2.0
@DISEASE_Stuve_Wiedemann_syndrome;@DISEASE_Stuve_Wiedemann_syndrome;disease;2.0
@DISEASE_Sucrase_isomaltase_deficiency_congenital;@DISEASE_Sucrase_isomaltase_deficiency_congenital;disease;2.0
@DISEASE_Sudden_Unexpected_Death_in_Epilepsy;@DISEASE_Sudden_Unexpected_Death_in_Epilepsy;disease;2.0
@DISEASE_Sulfhemoglobinemia;@DISEASE_Sulfhemoglobinemia;disease;2.0
@DISEASE_Superior_Mesenteric_Artery_Syndrome;@DISEASE_Superior_Mesenteric_Artery_Syndrome;disease;2.0
@DISEASE_Surgical_Wound;@DISEASE_Surgical_Wound;disease;2.0
@DISEASE_Sutton_disease_2;@DISEASE_Sutton_disease_2;disease;2.0
@DISEASE_Symphalangism_C._S._Lewis_Type;@DISEASE_Symphalangism_C._S._Lewis_Type;disease;2.0
@DISEASE_Syndactyly;@DISEASE_Syndactyly;disease;2.0
@DISEASE_Synostosis;@DISEASE_Synostosis;disease;2.0
@DISEASE_Syringoma;@DISEASE_Syringoma;disease;2.0
@DISEASE_Systemic_Vasculitis;@DISEASE_Systemic_Vasculitis;disease;2.0
@DISEASE_Talipes_Cavus;@DISEASE_Talipes_Cavus;disease;2.0
@DISEASE_Telomeric_22q13_Monosomy_Syndrome;@DISEASE_Telomeric_22q13_Monosomy_Syndrome;disease;2.0
@DISEASE_Tennis_Elbow;@DISEASE_Tennis_Elbow;disease;2.0
@DISEASE_Thoracic_Neoplasms;@DISEASE_Thoracic_Neoplasms;disease;2.0
@DISEASE_Thyroid_Hormone_Metabolism_Abnormal;@DISEASE_Thyroid_Hormone_Metabolism_Abnormal;disease;2.0
@DISEASE_Tick_Borne_Diseases;@DISEASE_Tick_Borne_Diseases;disease;2.0
@DISEASE_Tinea_Versicolor;@DISEASE_Tinea_Versicolor;disease;2.0
@DISEASE_Tomaculous_neuropathy;@DISEASE_Tomaculous_neuropathy;disease;2.0
@DISEASE_Tooth_Abnormalities;@DISEASE_Tooth_Abnormalities;disease;2.0
@DISEASE_Tooth_Agenesis_Selective_4;@DISEASE_Tooth_Agenesis_Selective_4;disease;2.0
@DISEASE_Tooth_Demineralization;@DISEASE_Tooth_Demineralization;disease;2.0
@DISEASE_Toxoplasmosis_Ocular;@DISEASE_Toxoplasmosis_Ocular;disease;2.0
@DISEASE_Tracheobronchial_Stenosis_Congenital;@DISEASE_Tracheobronchial_Stenosis_Congenital;disease;2.0
@DISEASE_Tracheomalacia;@DISEASE_Tracheomalacia;disease;2.0
@DISEASE_Trauma_and_Stressor_Related_Disorders;@DISEASE_Trauma_and_Stressor_Related_Disorders;disease;2.0
@DISEASE_Travel_Related_Illness;@DISEASE_Travel_Related_Illness;disease;2.0
@DISEASE_Trematode_Infections;@DISEASE_Trematode_Infections;disease;2.0
@DISEASE_Trichiasis;@DISEASE_Trichiasis;disease;2.0
@DISEASE_Trichosporonosis;@DISEASE_Trichosporonosis;disease;2.0
@DISEASE_Trichuriasis;@DISEASE_Trichuriasis;disease;2.0
@DISEASE_Tuberculosis_Lymph_Node;@DISEASE_Tuberculosis_Lymph_Node;disease;2.0
@DISEASE_Tyrosinosis;@DISEASE_Tyrosinosis;disease;2.0
@DISEASE_Uniparental_disomy_of_chromosome_2;@DISEASE_Uniparental_disomy_of_chromosome_2;disease;2.0
@DISEASE_Ureaplasma_Infections;@DISEASE_Ureaplasma_Infections;disease;2.0
@DISEASE_Urethral_Stricture;@DISEASE_Urethral_Stricture;disease;2.0
@DISEASE_Urinary_Fistula;@DISEASE_Urinary_Fistula;disease;2.0
@DISEASE_Urinary_Incontinence_Stress;@DISEASE_Urinary_Incontinence_Stress;disease;2.0
@DISEASE_Uterine_Perforation;@DISEASE_Uterine_Perforation;disease;2.0
@DISEASE_Vasculitis_Lymphocytic_Cutaneous_Small_Vessel;@DISEASE_Vasculitis_Lymphocytic_Cutaneous_Small_Vessel;disease;2.0
@DISEASE_Vasoplegia;@DISEASE_Vasoplegia;disease;2.0
@DISEASE_Ventricular_Outflow_Obstruction_Left;@DISEASE_Ventricular_Outflow_Obstruction_Left;disease;2.0
@DISEASE_Vitreous_Hemorrhage;@DISEASE_Vitreous_Hemorrhage;disease;2.0
@DISEASE_Vulvovaginitis;@DISEASE_Vulvovaginitis;disease;2.0
@DISEASE_Waardenburg_syndrome_type_4;@DISEASE_Waardenburg_syndrome_type_4;disease;2.0
@DISEASE_Wasting_Disease_Chronic;@DISEASE_Wasting_Disease_Chronic;disease;2.0
@DISEASE_Water_Electrolyte_Imbalance;@DISEASE_Water_Electrolyte_Imbalance;disease;2.0
@DISEASE_Wells_syndrome;@DISEASE_Wells_syndrome;disease;2.0
@DISEASE_West_Nile_Fever;@DISEASE_West_Nile_Fever;disease;2.0
@DISEASE_Wet_Macular_Degeneration;@DISEASE_Wet_Macular_Degeneration;disease;2.0
@DISEASE_Whipple_Disease;@DISEASE_Whipple_Disease;disease;2.0
@DISEASE_Worth_syndrome;@DISEASE_Worth_syndrome;disease;2.0
@DISEASE_Wrinkly_skin_syndrome;@DISEASE_Wrinkly_skin_syndrome;disease;2.0
@DISEASE_XFE_Progeroid_Syndrome;@DISEASE_XFE_Progeroid_Syndrome;disease;2.0
@DISEASE_X_linked_sideroblastic_anemia;@DISEASE_X_linked_sideroblastic_anemia;disease;2.0
@DISEASE_Xeroderma_Pigmentosum_Complementation_Group_B;@DISEASE_Xeroderma_Pigmentosum_Complementation_Group_B;disease;2.0
@DISEASE_Xeroderma_Pigmentosum_Complementation_Group_E;@DISEASE_Xeroderma_Pigmentosum_Complementation_Group_E;disease;2.0
@DISEASE_Xeroderma_Pigmentosum_Complementation_Group_F;@DISEASE_Xeroderma_Pigmentosum_Complementation_Group_F;disease;2.0
@DISEASE_Xeroderma_pigmentosum_variant_type;@DISEASE_Xeroderma_pigmentosum_variant_type;disease;2.0
@DISEASE_Yersinia_Infections;@DISEASE_Yersinia_Infections;disease;2.0
@DISEASE_Yunis_Varon_syndrome;@DISEASE_Yunis_Varon_syndrome;disease;2.0
@DISEASE_adult_multisystem_inflammatory_disease_COVID_19_related;@DISEASE_adult_multisystem_inflammatory_disease_COVID_19_related;disease;2.0
@DISEASE_alpha_Fetoprotein_Deficiency;@DISEASE_alpha_Fetoprotein_Deficiency;disease;2.0
@DISEASE_alpha_Thalassemia;@DISEASE_alpha_Thalassemia;disease;2.0
@DISEASE_entomophthoromycosis;@DISEASE_entomophthoromycosis;disease;2.0
@DISEASE_limbic_predominant_age_related_TDP_43_encephalopathy;@DISEASE_limbic_predominant_age_related_TDP_43_encephalopathy;disease;2.0
@DISEASE_pediatric_multisystem_inflammatory_disease_COVID_19_related;@DISEASE_pediatric_multisystem_inflammatory_disease_COVID_19_related;disease;2.0
@DISEASE_photopsia;@DISEASE_photopsia;disease;2.0
@DISEASE_pseudofolliculitis_barbae;@DISEASE_pseudofolliculitis_barbae;disease;2.0
@DISEASE_102200;@DISEASE_102200;disease;1.0
@DISEASE_116100;@DISEASE_116100;disease;1.0
@DISEASE_123320;@DISEASE_123320;disease;1.0
@DISEASE_165800;@DISEASE_165800;disease;1.0
@DISEASE_176430;@DISEASE_176430;disease;1.0
@DISEASE_17_20_Lyase_Deficiency_Isolated;@DISEASE_17_20_Lyase_Deficiency_Isolated;disease;1.0
@DISEASE_194470;@DISEASE_194470;disease;1.0
@DISEASE_201300;@DISEASE_201300;disease;1.0
@DISEASE_202370;@DISEASE_202370;disease;1.0
@DISEASE_212112;@DISEASE_212112;disease;1.0
@DISEASE_233300;@DISEASE_233300;disease;1.0
@DISEASE_243310;@DISEASE_243310;disease;1.0
@DISEASE_245570;@DISEASE_245570;disease;1.0
@DISEASE_248310;@DISEASE_248310;disease;1.0
@DISEASE_256040;@DISEASE_256040;disease;1.0
@DISEASE_300884;@DISEASE_300884;disease;1.0
@DISEASE_300896;@DISEASE_300896;disease;1.0
@DISEASE_300988;@DISEASE_300988;disease;1.0
@DISEASE_3_Methylglutaconic_Aciduria;@DISEASE_3_Methylglutaconic_Aciduria;disease;1.0
@DISEASE_46_XX_Disorders_of_Sex_Development;@DISEASE_46_XX_Disorders_of_Sex_Development;disease;1.0
@DISEASE_5_Nucleotidase_syndrome;@DISEASE_5_Nucleotidase_syndrome;disease;1.0
@DISEASE_600791;@DISEASE_600791;disease;1.0
@DISEASE_601696;@DISEASE_601696;disease;1.0
@DISEASE_604370;@DISEASE_604370;disease;1.0
@DISEASE_607426;@DISEASE_607426;disease;1.0
@DISEASE_607473;@DISEASE_607473;disease;1.0
@DISEASE_607485;@DISEASE_607485;disease;1.0
@DISEASE_609165;@DISEASE_609165;disease;1.0
@DISEASE_609400;@DISEASE_609400;disease;1.0
@DISEASE_610968;@DISEASE_610968;disease;1.0
@DISEASE_613280;@DISEASE_613280;disease;1.0
@DISEASE_613390;@DISEASE_613390;disease;1.0
@DISEASE_613616;@DISEASE_613616;disease;1.0
@DISEASE_613652;@DISEASE_613652;disease;1.0
@DISEASE_613708;@DISEASE_613708;disease;1.0
@DISEASE_613767;@DISEASE_613767;disease;1.0
@DISEASE_614025;@DISEASE_614025;disease;1.0
@DISEASE_614116;@DISEASE_614116;disease;1.0
@DISEASE_614186;@DISEASE_614186;disease;1.0
@DISEASE_614187;@DISEASE_614187;disease;1.0
@DISEASE_614327;@DISEASE_614327;disease;1.0
@DISEASE_614653;@DISEASE_614653;disease;1.0
@DISEASE_614736;@DISEASE_614736;disease;1.0
@DISEASE_614739;@DISEASE_614739;disease;1.0
@DISEASE_614748;@DISEASE_614748;disease;1.0
@DISEASE_614817;@DISEASE_614817;disease;1.0
@DISEASE_614871;@DISEASE_614871;disease;1.0
@DISEASE_614876;@DISEASE_614876;disease;1.0
@DISEASE_614963;@DISEASE_614963;disease;1.0
@DISEASE_615031;@DISEASE_615031;disease;1.0
@DISEASE_615220;@DISEASE_615220;disease;1.0
@DISEASE_615273;@DISEASE_615273;disease;1.0
@DISEASE_615486;@DISEASE_615486;disease;1.0
@DISEASE_615513;@DISEASE_615513;disease;1.0
@DISEASE_615583;@DISEASE_615583;disease;1.0
@DISEASE_615607;@DISEASE_615607;disease;1.0
@DISEASE_615707;@DISEASE_615707;disease;1.0
@DISEASE_615751;@DISEASE_615751;disease;1.0
@DISEASE_615905;@DISEASE_615905;disease;1.0
@DISEASE_616083;@DISEASE_616083;disease;1.0
@DISEASE_616100;@DISEASE_616100;disease;1.0
@DISEASE_616126;@DISEASE_616126;disease;1.0
@DISEASE_616145;@DISEASE_616145;disease;1.0
@DISEASE_616239;@DISEASE_616239;disease;1.0
@DISEASE_616276;@DISEASE_616276;disease;1.0
@DISEASE_616277;@DISEASE_616277;disease;1.0
@DISEASE_616452;@DISEASE_616452;disease;1.0
@DISEASE_616577;@DISEASE_616577;disease;1.0
@DISEASE_616625;@DISEASE_616625;disease;1.0
@DISEASE_616710;@DISEASE_616710;disease;1.0
@DISEASE_616780;@DISEASE_616780;disease;1.0
@DISEASE_616901;@DISEASE_616901;disease;1.0
@DISEASE_616920;@DISEASE_616920;disease;1.0
@DISEASE_617053;@DISEASE_617053;disease;1.0
@DISEASE_617303;@DISEASE_617303;disease;1.0
@DISEASE_617404;@DISEASE_617404;disease;1.0
@DISEASE_ABCD_syndrome;@DISEASE_ABCD_syndrome;disease;1.0
@DISEASE_AIDS_Arteritis_Central_Nervous_System;@DISEASE_AIDS_Arteritis_Central_Nervous_System;disease;1.0
@DISEASE_Aarskog_Syndrome;@DISEASE_Aarskog_Syndrome;disease;1.0
@DISEASE_Acanthosis_nigricans_muscle_cramps_acral_enlargement;@DISEASE_Acanthosis_nigricans_muscle_cramps_acral_enlargement;disease;1.0
@DISEASE_Acid_Phosphatase_Deficiency;@DISEASE_Acid_Phosphatase_Deficiency;disease;1.0
@DISEASE_Acidosis_Respiratory;@DISEASE_Acidosis_Respiratory;disease;1.0
@DISEASE_Acrocephalopolysyndactyly_Type_II;@DISEASE_Acrocephalopolysyndactyly_Type_II;disease;1.0
@DISEASE_Acrodynia;@DISEASE_Acrodynia;disease;1.0
@DISEASE_Acromegaloid_facial_appearance_syndrome;@DISEASE_Acromegaloid_facial_appearance_syndrome;disease;1.0
@DISEASE_Actinomycosis;@DISEASE_Actinomycosis;disease;1.0
@DISEASE_Adenine_Nucleotide_Translocator_Deficiency;@DISEASE_Adenine_Nucleotide_Translocator_Deficiency;disease;1.0
@DISEASE_Adenoameloblastoma;@DISEASE_Adenoameloblastoma;disease;1.0
@DISEASE_Adenofibroma;@DISEASE_Adenofibroma;disease;1.0
@DISEASE_Adenosine_Triphosphate_Elevated_Of_Erythrocytes;@DISEASE_Adenosine_Triphosphate_Elevated_Of_Erythrocytes;disease;1.0
@DISEASE_Adenoviridae_Infections;@DISEASE_Adenoviridae_Infections;disease;1.0
@DISEASE_Adrenal_Insufficiency_Congenital;@DISEASE_Adrenal_Insufficiency_Congenital;disease;1.0
@DISEASE_Akesson_syndrome;@DISEASE_Akesson_syndrome;disease;1.0
@DISEASE_Akinetic_Mutism;@DISEASE_Akinetic_Mutism;disease;1.0
@DISEASE_Aland_Island_Eye_Disease;@DISEASE_Aland_Island_Eye_Disease;disease;1.0
@DISEASE_Alcohol_Withdrawal_Seizures;@DISEASE_Alcohol_Withdrawal_Seizures;disease;1.0
@DISEASE_Alexia_Pure;@DISEASE_Alexia_Pure;disease;1.0
@DISEASE_Alopecia_congenita_keratosis_palmoplantaris;@DISEASE_Alopecia_congenita_keratosis_palmoplantaris;disease;1.0
@DISEASE_Alpha_Thalassemia_Mental_Retardation_Syndrome_Deletion_Type;@DISEASE_Alpha_Thalassemia_Mental_Retardation_Syndrome_Deletion_Type;disease;1.0
@DISEASE_Alternariosis;@DISEASE_Alternariosis;disease;1.0
@DISEASE_Altitude_Sickness;@DISEASE_Altitude_Sickness;disease;1.0
@DISEASE_Alzheimer_Disease_14;@DISEASE_Alzheimer_Disease_14;disease;1.0
@DISEASE_Alzheimer_disease_familial_type_3;@DISEASE_Alzheimer_disease_familial_type_3;disease;1.0
@DISEASE_Alzheimer_disease_type_2;@DISEASE_Alzheimer_disease_type_2;disease;1.0
@DISEASE_Amino_Acid_Transport_Disorders_Inborn;@DISEASE_Amino_Acid_Transport_Disorders_Inborn;disease;1.0
@DISEASE_Amyloidosis_Cerebroarterial_App_Related;@DISEASE_Amyloidosis_Cerebroarterial_App_Related;disease;1.0
@DISEASE_Amyotrophic_Lateral_Sclerosis_2_Juvenile;@DISEASE_Amyotrophic_Lateral_Sclerosis_2_Juvenile;disease;1.0
@DISEASE_Anal_Sphincter_Myopathy_Internal;@DISEASE_Anal_Sphincter_Myopathy_Internal;disease;1.0
@DISEASE_Anemia_Pernicious;@DISEASE_Anemia_Pernicious;disease;1.0
@DISEASE_Angina_Pectoris_Variant;@DISEASE_Angina_Pectoris_Variant;disease;1.0
@DISEASE_Angiomatosis_Bacillary;@DISEASE_Angiomatosis_Bacillary;disease;1.0
@DISEASE_Angiomyoma;@DISEASE_Angiomyoma;disease;1.0
@DISEASE_Ankyloglossia;@DISEASE_Ankyloglossia;disease;1.0
@DISEASE_Annular_Erythema;@DISEASE_Annular_Erythema;disease;1.0
@DISEASE_Anodontia_of_Permanent_Dentition;@DISEASE_Anodontia_of_Permanent_Dentition;disease;1.0
@DISEASE_Anterior_Spinal_Artery_Syndrome;@DISEASE_Anterior_Spinal_Artery_Syndrome;disease;1.0
@DISEASE_Anthophobia;@DISEASE_Anthophobia;disease;1.0
@DISEASE_Anus_Imperforate;@DISEASE_Anus_Imperforate;disease;1.0
@DISEASE_Aortic_Aneurysm_Familial_Thoracic_1;@DISEASE_Aortic_Aneurysm_Familial_Thoracic_1;disease;1.0
@DISEASE_Aortic_Coarctation;@DISEASE_Aortic_Coarctation;disease;1.0
@DISEASE_Aortic_Root_Aneurysm;@DISEASE_Aortic_Root_Aneurysm;disease;1.0
@DISEASE_Aortic_Stenosis_Supravalvular;@DISEASE_Aortic_Stenosis_Supravalvular;disease;1.0
@DISEASE_Aphakia;@DISEASE_Aphakia;disease;1.0
@DISEASE_Aplasia_of_Extensor_Muscles_of_Fingers_Unilateral_with_Generalized_Polyneuropathy;@DISEASE_Aplasia_of_Extensor_Muscles_of_Fingers_Unilateral_with_Generalized_Polyneuropathy;disease;1.0
@DISEASE_Aplastic_anemia_idiopathic;@DISEASE_Aplastic_anemia_idiopathic;disease;1.0
@DISEASE_Apraxia_Ideomotor;@DISEASE_Apraxia_Ideomotor;disease;1.0
@DISEASE_Apraxia_oculomotor_Cogan_type;@DISEASE_Apraxia_oculomotor_Cogan_type;disease;1.0
@DISEASE_Arachnodactyly;@DISEASE_Arachnodactyly;disease;1.0
@DISEASE_Arachnoiditis;@DISEASE_Arachnoiditis;disease;1.0
@DISEASE_Arachnophobia;@DISEASE_Arachnophobia;disease;1.0
@DISEASE_Arm_Injuries;@DISEASE_Arm_Injuries;disease;1.0
@DISEASE_Arms_Malformation_of;@DISEASE_Arms_Malformation_of;disease;1.0
@DISEASE_Arterial_Tortuosity_Syndrome;@DISEASE_Arterial_Tortuosity_Syndrome;disease;1.0
@DISEASE_Arthrogryposis_multiplex_congenita_neurogenic_type;@DISEASE_Arthrogryposis_multiplex_congenita_neurogenic_type;disease;1.0
@DISEASE_Ascaridida_Infections;@DISEASE_Ascaridida_Infections;disease;1.0
@DISEASE_Aspergillosis_Allergic_Bronchopulmonary;@DISEASE_Aspergillosis_Allergic_Bronchopulmonary;disease;1.0
@DISEASE_Aspergillus_meningitis;@DISEASE_Aspergillus_meningitis;disease;1.0
@DISEASE_Asthma_Aspirin_Induced;@DISEASE_Asthma_Aspirin_Induced;disease;1.0
@DISEASE_Atelosteogenesis_type_1;@DISEASE_Atelosteogenesis_type_1;disease;1.0
@DISEASE_Athetosis;@DISEASE_Athetosis;disease;1.0
@DISEASE_Atrial_myxoma_familial;@DISEASE_Atrial_myxoma_familial;disease;1.0
@DISEASE_Atrioventricular_Septal_Defect;@DISEASE_Atrioventricular_Septal_Defect;disease;1.0
@DISEASE_Attenuated_familial_adenomatous_polyposis;@DISEASE_Attenuated_familial_adenomatous_polyposis;disease;1.0
@DISEASE_Auditory_Diseases_Central;@DISEASE_Auditory_Diseases_Central;disease;1.0
@DISEASE_Auriculo_condylar_syndrome;@DISEASE_Auriculo_condylar_syndrome;disease;1.0
@DISEASE_Autoimmune_Hypophysitis;@DISEASE_Autoimmune_Hypophysitis;disease;1.0
@DISEASE_Autoimmune_Pancreatitis;@DISEASE_Autoimmune_Pancreatitis;disease;1.0
@DISEASE_Autosomal_Emery_Dreifuss_Muscular_Dystrophy;@DISEASE_Autosomal_Emery_Dreifuss_Muscular_Dystrophy;disease;1.0
@DISEASE_Autosomal_Recessive_Primary_Microcephaly;@DISEASE_Autosomal_Recessive_Primary_Microcephaly;disease;1.0
@DISEASE_Azotemia;@DISEASE_Azotemia;disease;1.0
@DISEASE_BCG_Infection_Generalized_Familial;@DISEASE_BCG_Infection_Generalized_Familial;disease;1.0
@DISEASE_Babesiosis;@DISEASE_Babesiosis;disease;1.0
@DISEASE_Back_Injuries;@DISEASE_Back_Injuries;disease;1.0
@DISEASE_Bacteroides_Infections;@DISEASE_Bacteroides_Infections;disease;1.0
@DISEASE_Balanitis;@DISEASE_Balanitis;disease;1.0
@DISEASE_Baraitser_Brett_Piesowicz_syndrome;@DISEASE_Baraitser_Brett_Piesowicz_syndrome;disease;1.0
@DISEASE_Bardet_Biedl_syndrome_4;@DISEASE_Bardet_Biedl_syndrome_4;disease;1.0
@DISEASE_Barotrauma;@DISEASE_Barotrauma;disease;1.0
@DISEASE_Basal_cell_carcinoma_infundibulocystic;@DISEASE_Basal_cell_carcinoma_infundibulocystic;disease;1.0
@DISEASE_Basal_ganglia_disease_biotin_responsive;@DISEASE_Basal_ganglia_disease_biotin_responsive;disease;1.0
@DISEASE_Becker_Nevus_Syndrome;@DISEASE_Becker_Nevus_Syndrome;disease;1.0
@DISEASE_Bernard_Soulier_Syndrome;@DISEASE_Bernard_Soulier_Syndrome;disease;1.0
@DISEASE_Bidirectional_tachycardia;@DISEASE_Bidirectional_tachycardia;disease;1.0
@DISEASE_Bilateral_Vestibulopathy;@DISEASE_Bilateral_Vestibulopathy;disease;1.0
@DISEASE_Bilateral_temporal_lobe_disorder;@DISEASE_Bilateral_temporal_lobe_disorder;disease;1.0
@DISEASE_Bile_Reflux;@DISEASE_Bile_Reflux;disease;1.0
