gene	drug	regulatory approval	indication	interaction score
ERBB2	TRASTUZUMAB DUOCARMAZINE	Not Approved	""	0.3412012977704936
ERBB2	MEK INHIBITOR I	Not Approved	""	0.1137337659234978
ERBB2	ALITRETINOIN	Approved	""	0.03249536169242796
ERBB2	NAKIJIQUINONES G	Not Approved	""	0.6824025955409873
ERBB2	ANTHRAQUINONE	Not Approved	""	0.3412012977704936
ERBB2	GREEN TEA EXTRACT	Not Approved	""	0.3412012977704936
ERBB2	CIMAGLERMIN ALFA	Not Approved	for treatment of heart failure	0.1137337659234978
ERBB2	URACIL	Not Approved	""	0.1706006488852468
ERBB2	METHYLCURCUMIN	Not Approved	""	0.1706006488852468
ERBB2	FLOXURIDINE	Approved	antineoplastic agent	0.04874304253864196
ERBB2	HYDROCORTISONE BUTYRATE	Approved	""	0.01624768084621398
ERBB2	GANCICLOVIR	Approved	""	0.08530032444262341
ERBB2	MOMELOTINIB	Approved	""	0.02624625367465336
ERBB2	EXEMESTANE	Approved	antineoplastic agent	0.02132508111065585
ERBB2	GEMCITABINE	Approved	antineoplastic agent	0.007417419516749862
ERBB2	NERATINIB	Approved	antineoplastic agent	0.5686688296174894
ERBB2	SACITUZUMAB GOVITECAN	Approved	""	0.03791125530783262
ERBB2	MUBRITINIB	Not Approved	""	0.3412012977704936
ERBB2	MDX-210	Not Approved	""	0.1706006488852468
ERBB2	JNJ-26483327	Not Approved	""	0.07582251061566525
ERBB2	VANDETANIB	Approved	antineoplastic agent	0.005882780996042993
ERBB2	ROCILETINIB	Not Approved	""	0.08530032444262341
ERBB2	GEFITINIB	Approved	antineoplastic agent	0.03564789678199188
ERBB2	TYRPHOSTIN AG 879	Not Approved	""	0.03791125530783262
ERBB2	CANERTINIB DIHYDROCHLORIDE	Not Approved	""	0.1364805191081974
ERBB2	CARBOPLATIN	Approved	""	0.01190237085245908
ERBB2	CRIZOTINIB	Approved	antineoplastic agent	0.01364805191081974
ERBB2	NELIPEPIMUT-S	Not Approved	""	0.3412012977704936
ERBB2	MP-412	Not Approved	""	0.1137337659234978
ERBB2	S-222611	Not Approved	""	0.3412012977704936
ERBB2	ANVATABART OPADOTIN	Not Approved	""	0.02132508111065585
ERBB2	KN-026	Not Approved	""	0.3412012977704936
ERBB2	ILORASERTIB	Not Approved	""	0.002941390498021496
ERBB2	CAPECITABINE	Approved	""	0.01338044304982328
ERBB2	LAPULEUCEL-T	Not Approved	""	0.3412012977704936
ERBB2	OLAPARIB	Approved	""	0.01483483903349972
ERBB2	HEMAY-022	Not Approved	""	0.3412012977704936
ERBB2	TRIFLURIDINE	Approved	""	0.1137337659234978
ERBB2	NONSTEROIDAL ANTIINFLAMMATORY DRUG	Not Approved	""	0.04014132914946984
ERBB2	(R)-STU104	Not Approved	""	0.3412012977704936
ERBB2	CUDC-101	Not Approved	antineoplastic agent	0.09748608507728392
ERBB2	OSIMERTINIB	Approved	""	0.04874304253864196
ERBB2	CHLORAMBUCIL	Approved	""	0.06824025955409872
ERBB2	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.005882780996042993
ERBB2	CURCUMIN	Approved	""	0.01033943326577253
ERBB2	TIPIFARNIB	Not Approved	antineoplastic agent	0.07582251061566525
ERBB2	PICTILISIB	Not Approved	""	0.01033943326577253
ERBB2	EMODIN	Not Approved	""	0.02624625367465336
ERBB2	VACCINE ADJUVANT	Not Approved	""	0.6824025955409873
ERBB2	THERAPEUTIC AUTOLOGOUS DENDRITIC CELLS	Not Approved	""	0.3412012977704936
ERBB2	TBO-FILGRASTIM	Approved	for treatment of neutropenia	0.3412012977704936
ERBB2	VITAMIN E	Approved	""	0.0426501622213117
ERBB2	TIPIRACIL	Approved	""	0.3412012977704936
ERBB2	EPIGALLOCATECHIN-3-GALLATE	Not Approved	""	0.03791125530783262
ERBB2	ERLOTINIB	Approved	antineoplastic agent	0.01218576063466049
ERBB2	IXABEPILONE	Approved	antineoplastic agent	0.0310182997973176
CYP2E1	ISOFLAVONE	Not Approved	""	1.242947584735369
CYP2E1	BENZODIAZEPINE	Not Approved	""	0.7457685508412218
CYP2E1	BRADANICLINE	Not Approved	neuroprotectant	0.7457685508412218
CYP2E1	SEVOFLURANE	Approved	Inhalation,Anesthetics	0.1511693008461936
CYP2E1	CYTARABINE	Approved	antineoplastic agent	0.04661053442757636
CYP2E1	PHENETHYL ISOCYANATE	Not Approved	""	3.728842754206109
CYP2E1	POLYETHYLENE GLYCOL 4000	Approved	""	0.7457685508412218
CYP2E1	CHLORPROMAZINE	Approved	""	0.1007795338974624
CYP2E1	VALERIAN ROOT EXTRACT	Approved	""	1.864421377103054
CYP2E1	ADJUVANT	Not Approved	""	0.2485895169470739
CYP2E1	PYRIDOXAL PHOSPHATE ANHYDROUS	Not Approved	""	1.242947584735369
CYP2E1	ACETAMINOPHEN	Approved	analgesic	0.3226883152678364
CYP2E1	RITONAVIR	Approved	""	0.1381052871928188
CYP2E1	GEMTUZUMAB OZOGAMICIN	Approved	antineoplastic agent	0.4143158615784565
CYP2E1	FLUDARABINE	Approved	antineoplastic agent	0.1096718457119443
CYP2E1	IDARUBICIN	Approved	Antineoplastic Agents	0.0776842240459606
CYP2E1	CIPROFLOXACIN	Approved	""	0.3389857049278281
CYP2E1	THEOPHYLLINE	Approved	bronchodilator	0.1381052871928188
CYP2E1	METACETAMOL	Not Approved	""	3.728842754206109
CYP2E1	RISPERIDONE	Approved	Antipsychotic Agents,antipsychotic agent	0.05565436946576282
CYP2E1	ANTIDEPRESSANT AGENT	Not Approved	""	0.07170851450396365
CYP2E1	NONSTEROIDAL ANTIINFLAMMATORY DRUG	Not Approved	""	0.2193436914238887
CYP2E1	ZIDOVUDINE	Approved	""	0.1381052871928188
CYP2E1	FLUOROURACIL	Approved	""	0.03214519615694921
CYP2E1	ISOFLURANE	Approved	Inhalation,Anesthetics	0.1202852501356809
CYP2E1	COBALT	Not Approved	""	0.3389857049278281
CYP2E1	PHENETHYLISOTHIOCYANATE	Not Approved	""	0.4661053442757636
CYP2E1	PERFLUBRON	Not Approved	""	3.728842754206109
STAT1	CISPLATIN	Approved	""	0.0591879802254938
STAT1	CHEMBL:CHEMBL85826	Not Approved	""	0.966737010349732
STAT1	PICOPLATIN	Not Approved	""	8.700633093147589
STAT1	GUTTIFERONE K	Not Approved	""	8.700633093147589
STAT1	IPRIFLAVONE	Not Approved	""	0.725052757762299
STAT1	GARCINOL	Not Approved	""	2.175158273286897
GRM5	MAVOGLURANT	Not Approved	""	5.800422062098392
GRM5	STX107	Not Approved	for treatment of Fragile X symptoms	5.800422062098392
GRM5	RG7342	Not Approved	""	5.800422062098392
GRM5	RASEGLURANT	Not Approved	""	2.900211031049196
GRM5	AZD7545	Not Approved	""	1.450105515524598
GRM5	ADX10059	Not Approved	for treatment of gastroesophageal reflux disease,antimigraine agent	5.800422062098392
GRM5	DASOLAMPANEL ETIBUTIL	Not Approved	""	2.900211031049196
GRM5	STX-107	Not Approved	""	5.800422062098392
GRM5	DIPRAGLURANT	Not Approved	""	2.900211031049196
GRM5	DEHYDRATED ALCOHOL	Approved	""	0.07342306407719484
GRM5	BASIMGLURANT	Not Approved	""	4.350316546573794
GRM5	GANCICLOVIR	Approved	""	1.087579136643448
GRM5	AZD2516	Not Approved	""	2.900211031049196
GRM5	ACAMPROSATE CALCIUM	Approved	antineoplastic agent,for treatment of alcohol-dependance	0.1160084412419678
GRM5	AZD2066	Not Approved	for treatment of gastroesophageal reflux disease,analgesic	5.800422062098392
GRM5	AZD6538	Not Approved	""	2.900211031049196
GRM5	VER-246608	Not Approved	""	0.725052757762299
GRM5	AZD9272	Not Approved	""	2.900211031049196
FOXP3	EPIRUBICIN	Approved	Antineoplastic Agents	0.725052757762299
FOXP3	METHOTREXATE	Approved	DMARD	0.4745799868989594
ALK	CEP-37440	Not Approved	""	0.2351522457607456
ALK	ENTRECTINIB	Approved	""	0.09901147189926132
ALK	VENETOCLAX	Approved	""	0.04275495377468102
ALK	CONTELTINIB	Not Approved	""	0.4703044915214913
ALK	ALECTINIB	Approved	""	5.361471203345
ALK	ENSARTINIB	Not Approved	""	4.467892669454168
ALK	VANDETANIB	Approved	antineoplastic agent	0.02432609438904265
ALK	VINCRISTINE SULFATE	Approved	""	0.04950573594963066
ALK	LORLATINIB	Approved	""	3.111245097757558
ALK	TOZASERTIB	Not Approved	antineoplastic agent	0.006442527281116319
ALK	TEMOZOLOMIDE	Approved	""	0.04479090395442774
ALK	TALETRECTINIB	Not Approved	""	0.09406089830429824
ALK	BEVACIZUMAB	Approved	antineoplastic agent	0.03527283686411184
ALK	BRENTUXIMAB VEDOTIN	Approved	antineoplastic agent	0.104512109226998
ALK	ETOPOSIDE	Approved	Antineoplastic Agents	0.01621739625936176
ALK	ALK/C-MET INHIBITOR TQ-B3139	Not Approved	""	0.6270726553619883
ALK	CEMIPLIMAB	Approved	""	0.06718635593164161
ALK	ALK/TRK INHIBITOR TSR-011	Not Approved	""	0.4703044915214913
ALK	LUMINESPIB	Not Approved	""	0.2351522457607456
ALK	ATEZOLIZUMAB	Approved	""	0.104512109226998
ALK	CRENOLANIB	Not Approved	""	0.03135363276809942
ALK	GILTERITINIB	Approved	""	0.07838408192024854
ALK	EG5 KINESIN-RELATED MOTOR PROTEIN INHIBITOR 4SC-205	Not Approved	antineoplastic agent	0.3135363276809941
ALK	THZ1	Not Approved	""	0.3135363276809941
ALK	NIVOLUMAB	Approved	antineoplastic agent	0.07235453715715251
ALK	P53/HDM2 INTERACTION INHIBITOR CGM097	Not Approved	""	0.3135363276809941
ALK	TEPOTINIB	Approved	""	0.1175761228803728
ALK	PEMBROLIZUMAB	Approved	""	0.05700660503290803
ALK	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.01621739625936176
ALK	CENISERTIB	Not Approved	antineoplastic agent	0.003985631284080434
ALK	FICONALKIB	Not Approved	""	0.9406089830429826
ALK	ALECTINIB HYDROCHLORIDE	Approved	""	0.156768163840497
ALK	OSIMERTINIB	Approved	""	0.03359317796582081
ALK	AFATINIB	Approved	antineoplastic agent	0.07838408192024854
ALK	TOPOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.09798010240031067
ALK	LINIFANIB	Not Approved	antineoplastic agent	0.00587880614401864
ALK	X-396	Not Approved	""	1.881217966085965
ALK	BATOPROTAFIB	Not Approved	""	0.3135363276809941
ALK	ASP-3026	Not Approved	""	0.4703044915214913
ALK	IMATINIB	Approved	antineoplastic agent	0.01306401365337475
ALK	GANETESPIB	Not Approved	antineoplastic agent	0.05878806144018641
ALK	PF-562271	Not Approved	""	0.004354671217791586
ALK	SHP2 INHIBITOR PF-07284892	Not Approved	""	0.3135363276809941
ALK	CISPLATIN	Approved	""	0.006398700564918249
ALK	DOVITINIB	Not Approved	antineoplastic agent	0.00465648011407417
ALK	CYTARABINE	Approved	antineoplastic agent	0.01175761228803728
ALK	METHOTREXATE	Approved	DMARD	0.008550990754936205
ALK	DURVALUMAB	Approved	""	0.1410913474564473
ALK	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.03001943562903136
ALK	NAVITOCLAX	Not Approved	""	0.05878806144018641
ALK	GW441756X	Not Approved	""	0.00723545371571525
ALK	CARBAMAZEPINE	Approved	for treatment of bipolar disorder	0.01919610169475474
ALK	HJC0152	Not Approved	""	0.4703044915214913
ALK	FULVESTRANT	Approved	antineoplastic agent	0.0376243593217193
ALK	ALVOCIDIB	Not Approved	antineoplastic agent	0.04479090395442774
ALK	APG-2449	Not Approved	""	0.4703044915214913
ALK	PEMETREXED DISODIUM	Approved	Antineoplastic Agents,antineoplastic agent	0.01808863428928812
ALK	ZOLEDRONIC ACID ANHYDROUS	Approved	antiosteoporotic agent	0.06270726553619883
ALK	ZOTIZALKIB	Not Approved	""	1.175761228803728
ALK	REPOTRECTINIB	Approved	""	0.2351522457607456
ALK	DINACICLIB	Not Approved	""	0.07838408192024854
ALK	GEFITINIB	Approved	antineoplastic agent	0.007019470022708825
ALK	PALBOCICLIB	Approved	""	0.009221656696499828
ALK	CYCLOPHOSPHAMIDE ANHYDROUS	Approved	""	0.04064359803272147
ALK	DACTOLISIB	Not Approved	""	0.009798010240031067
ALK	TREMELIMUMAB	Approved	antineoplastic agent	0.06718635593164161
ALK	FILGOTINIB	Approved	DMARD,antiinflammatory agent	0.104512109226998
ALK	DABRAFENIB	Approved	antineoplastic agent	0.03483736974233269
ALK	IRUPLINALKIB	Not Approved	""	0.7054567372822369
ALK	GSK-1838705A	Not Approved	""	0.1881217966085965
ALK	IRINOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.02239545197721387
ALK	ONALESPIB	Not Approved	antineoplastic agent	0.1175761228803728
ALK	RIBOCICLIB	Approved	antineoplastic agent	0.07838408192024854
ALK	PD-0166285	Not Approved	""	0.009044317144644064
ALK	IXAZOMIB	Approved	""	0.02239545197721387
ALK	MTI-31	Not Approved	""	0.4703044915214913
ALK	PLB1003	Not Approved	""	0.4703044915214913
ALK	JNJ-7706621	Not Approved	""	0.008550990754936205
ALK	RG-1530	Not Approved	""	0.005003239271505227
ALK	DEXAMETHASONE	Approved	for treatment of Meniere's disease,glucocorticoid,antiinflammatory agent	0.01106598803579979
ALK	UNECRITINIB	Not Approved	""	0.2351522457607456
ALK	AZD3463	Not Approved	""	0.4703044915214913
ALK	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.02224413135574621
ALK	HESPERADIN	Not Approved	""	0.01175761228803728
ALK	SARACATINIB	Not Approved	""	0.07235453715715251
ALK	ERLOTINIB	Approved	antineoplastic agent	0.0167965889829104
ALK	BELIZATINIB	Not Approved	""	0.1410913474564473
ALK	IPILIMUMAB	Approved	antineoplastic agent	0.06270726553619883
ALK	CP-547632	Not Approved	""	0.01068873844367025
ALK	CHEMBL:CHEMBL546797	Not Approved	""	0.0146970153600466
ALK	CHEMBL:CHEMBL1997335	Not Approved	""	0.01119772598860693
ALK	TAK-715	Not Approved	""	0.01959602048006213
ALK	IL-10	Not Approved	""	0.1881217966085965
ALK	SELUMETINIB	Approved	""	0.04275495377468102
ALK	IFOSFAMIDE	Approved	Antineoplastic Agents	0.06718635593164161
ALK	NVL-655	Not Approved	""	0.4703044915214913
ALK	CHEMBL:CHEMBL379975	Not Approved	""	0.01068873844367025
ALK	IDASANUTLIN	Not Approved	""	0.3135363276809941
ALK	ALK INHIBITOR ASP3026	Not Approved	""	1.56768163840497
ALK	PAZOPANIB	Approved	antineoplastic agent	0.02475286797481533
ALK	CEDIRANIB	Not Approved	antineoplastic agent	0.008398294491455202
ALK	ALK INHIBITOR TAE684	Not Approved	""	0.7054567372822369
ALK	TAMATINIB	Not Approved	""	0.005806228290388782
ALK	OCTREOTIDE ACETATE	Approved	antihypertensive agent,antineoplastic agent	0.05225605461349902
ALK	RAMUCIRUMAB	Approved	antineoplastic agent	0.07838408192024854
ALK	ILORASERTIB	Not Approved	""	0.004054349064840442
ALK	CRIZOTINIB	Approved	antineoplastic agent	2.520832074555193
ALK	DALANTERCEPT	Not Approved	antiangiogenic agent,antineoplastic agent	0.3527283686411184
ALK	CERITINIB	Approved	""	2.351522457607456
ALK	NVP-TAE 226	Not Approved	""	0.1343727118632832
ALK	BRIGATINIB	Approved	""	2.779071995354266
CTLA4	TREMELIMUMAB	Approved	antineoplastic agent	1.202852501356809
CTLA4	IPILIMUMAB	Approved	antineoplastic agent	0.8981298676797511
CTLA4	CYCLOSPORINE	Approved	immunosuppressant,opthalmological agent	0.03871249429654099
CTLA4	ATEZOLIZUMAB	Approved	""	0.09355519454997407
CTLA4	VISILIZUMAB	Not Approved	for treatment of ulcerative colitis,for treatment of Chron's disease,immunosuppressant,antiinflammatory agent	0.6735974007598133
CTLA4	BLEOMYCIN	Approved	antineoplastic agent	0.2104991877374416
CTLA4	ANTIBIOTIC	Not Approved	""	0.1981168825764157
CTLA4	METHIMAZOLE	Approved	Antithyroid Agents	0.1603803335142412
CTLA4	RETRO-INVERSO PEPTIDE	Not Approved	""	3.367987003799066
CTLA4	MELPHALAN	Approved	""	0.1683993501899533
CTLA4	RECOMBINANT FAS LIGAND	Not Approved	""	0.8419967509497667
CTLA4	ZALIFRELIMAB	Not Approved	""	3.367987003799066
CTLA4	RIBAVIRIN	Approved	""	0.0886312369420807
CTLA4	ANTI-THYMOCYTE GLOBULIN	Approved	Immunomodulatory Agents	0.3061806367090061
CTLA4	QUAVONLIMAB	Not Approved	""	3.367987003799066
CTLA4	COMPOUND 32 [PMID: 20471253]	Not Approved	""	0.5613311672998444
CTLA4	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.08710311216721724
CTLA4	BISPECIFIC ANTIBODY	Not Approved	""	0.5613311672998444
CTLA4	CADONILIMAB	Not Approved	""	0.8419967509497667
CTLA4	APLITHIANINE A	Not Approved	""	0.3367987003799066
CTLA4	PEGINTERFERON ALFA-2A	Approved	Antineoplastic Agents; Immunomodulatory Agents,for treatment of hepatitis B and C	0.1161374828896229
CTLA4	INOSINE 5'-MONOPHOSPHATE DEHYDROGENASE INHIBITOR FF-10501-01	Not Approved	""	1.683993501899533
CTLA4	ABATACEPT	Approved	DMARD,antiinflammatory agent,immunosuppressant	0.6735974007598133
CTLA4	WORTMANNIN	Not Approved	""	0.1202852501356809
CTLA4	ERFONRILIMAB	Not Approved	""	0.8419967509497667
CTLA4	THALIDOMIDE	Approved	antineoplastic agent	0.09102667577835315
CTLA4	FF-10501-01	Not Approved	""	1.683993501899533
CTLA4	PEGINTERFERON ALFA-2B	Approved	""	0.1052495938687208
CTLA4	TETRADECANOYLPHORBOL ACETATE	Not Approved	""	0.1098256631673608
CTLA4	DEHYDRATED ALCOHOL	Approved	""	0.04263274688353249
CTLA4	PREDNISONE	Approved	corticosteroid,antiinflammatory agent	0.07484415563997926
GCLM	CISPLATIN	Approved	""	0.05463505866968658
GCLM	PFI-4	Not Approved	""	4.015676812221964
GCLM	OF-1	Not Approved	""	2.007838406110982
GCLM	SULFORAPHANE	Not Approved	""	1.147336232063418
GCLM	COMPOUND 2 [PMID: 25408830]	Not Approved	""	2.007838406110982
GCLM	COMPOUND 3 [PMID: 25408830]	Not Approved	""	2.007838406110982
GCLM	COMPOUND 1 [PMID: 25408830]	Not Approved	""	2.007838406110982
GCLM	NI-57	Not Approved	""	1.338558937407321
GCLM	ANTIOXIDANT	Not Approved	""	0.3824454106878061
GCLM	H2O2	Not Approved	""	0.3088982163247665
GCLM	MELATONIN	Approved	Hypnotics and Sedatives	0.2769432284291009
GCLM	COMPOUND 34 [PMID: 25974391]	Not Approved	""	2.007838406110982
GCLM	PREGNANT MARE SERUM GONADOTROPIN	Not Approved	""	0.7301230567676299
GSR	SELENIUM	Approved	""	0.2791646981758585
GSR	CARMUSTINE	Approved	antineoplastic agent	0.6471545275894901
GSR	ENALAPRIL MALEATE	Approved	antihypertensive agent	0.2497789404731365
GSR	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.03206621533101077
GSR	AMIFOSTINE ANHYDROUS	Approved	radiation-protective agent	0.9491599737979187
GSR	CARBOPLATIN	Approved	""	0.05518371940685574
GSR	CEFOTAXIME SODIUM	Approved	""	0.3163866579326396
GSR	ONDANSETRON HYDROCHLORIDE	Approved	for treatment of obsessive compulsive disorder (OCD),antiemetic,for treatment of sleep apnea	0.2497789404731365
GSR	OXIGLUTATIONE	Approved	""	1.186449967247398
GSR	OFLOXACIN	Approved	""	0.3954833224157995
GSR	NOV-002	Not Approved	""	2.372899934494797
GSR	THYROXINE	Not Approved	""	0.3954833224157995
GSR	MISONIDAZOLE	Not Approved	""	1.581933289663198
GSR	VITAMIN A	Approved	""	0.1757703655181331
GSR	VITAMIN E	Approved	""	0.2966124918118496
GSR	GOSERELIN ACETATE	Approved	Hormonal,Antineoplastic Agents	0.5273110965543993
GSR	ORAL CONTRACEPTIVE	Not Approved	""	0.4314363517263267
GSR	QUERCETIN	Approved	""	0.06007341606315941
GSR	LEVOFLOXACIN ANHYDROUS	Approved	""	0.790966644831599
GSR	MECHLORETHAMINE	Approved	""	0.4314363517263267
GSR	LANSOPRAZOLE	Approved	Proton pump inhibitor,antiulcer agent	0.1636482713444687
GSR	CARVEDILOL	Approved	cardiovascular agent,for treatment of congestive heart failure	0.1825307641919074
EML4	ZOLEDRONIC ACID ANHYDROUS	Approved	antiosteoporotic agent	0.1546779216559571
EML4	DINACICLIB	Not Approved	""	0.1933474020699464
EML4	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.07404794121827735
EML4	REPOTRECTINIB	Approved	""	0.3314526892627653
EML4	ZOTIZALKIB	Not Approved	""	2.900211031049196
EML4	IXAZOMIB	Approved	""	0.05524211487712754
EML4	DABRAFENIB	Approved	antineoplastic agent	0.08593217869775395
EML4	AFATINIB	Approved	antineoplastic agent	0.1933474020699464
EML4	PLB1003	Not Approved	""	0.5800422062098392
EML4	CERITINIB	Approved	""	2.456649343947554
EML4	APG-2449	Not Approved	""	1.160084412419678
EML4	THZ1	Not Approved	""	0.7733896082797856
EML4	PRALSETINIB	Approved	""	0.3314526892627653
EML4	NVP-TAE 226	Not Approved	""	0.3314526892627653
EML4	HJC0152	Not Approved	""	1.160084412419678
EML4	ENSARTINIB	Not Approved	""	5.220379855888553
EML4	LORLATINIB	Approved	""	4.640337649678714
EML4	AGERAFENIB	Not Approved	""	0.7733896082797856
EML4	BELIZATINIB	Not Approved	""	0.2320168824839356
EML4	ALVOCIDIB	Not Approved	antineoplastic agent	0.110484229754255
EML4	TALETRECTINIB	Not Approved	""	0.2320168824839356
EML4	MTI-31	Not Approved	""	1.160084412419678
EML4	ALK INHIBITOR ASP3026	Not Approved	""	1.933474020699464
EML4	NVL-655	Not Approved	""	1.160084412419678
EML4	FULVESTRANT	Approved	antineoplastic agent	0.09280675299357427
EML4	VOLASERTIB	Not Approved	""	0.4640337649678713
EML4	ALK/C-MET INHIBITOR TQ-B3139	Not Approved	""	0.7733896082797856
EML4	SELUMETINIB	Approved	""	0.07030814620725323
EML4	LUMINESPIB	Not Approved	""	0.3866948041398928
EML4	ENTRECTINIB	Approved	""	0.1017617905631297
EML4	SARACATINIB	Not Approved	""	0.1784745249876428
EML4	ALECTINIB	Approved	""	8.584624651905619
EML4	IRUPLINALKIB	Not Approved	""	0.8700633093147588
EML4	BRIGATINIB	Approved	""	4.007564333813434
EML4	ALK INHIBITOR TAE684	Not Approved	""	0.8700633093147588
EML4	CRIZOTINIB	Approved	antineoplastic agent	3.109026225284738
EML4	AZD3463	Not Approved	""	0.4640337649678713
EML4	GILTERITINIB	Approved	""	0.1933474020699464
EML4	FILGOTINIB	Approved	DMARD,antiinflammatory agent	0.2577965360932618
EML4	BEVACIZUMAB	Approved	antineoplastic agent	0.08700633093147588
EML4	PONATINIB	Approved	antineoplastic agent	0.08923726249382143
EML4	OMIPALISIB	Not Approved	""	0.1160084412419678
EML4	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.04000291077309236
EML4	SHP2 INHIBITOR PF-07284892	Not Approved	""	0.7733896082797856
EML4	ALECTINIB HYDROCHLORIDE	Approved	""	0.3866948041398928
GPX1	KL044	Not Approved	""	26.10189927944276
GPX1	GP-120 ANTIGEN	Not Approved	""	4.015676812221964
MPO	E-101 SOLUTION	Not Approved	""	1.740126618629517
MPO	D-ALPHA-TOCOPHEROL ACETATE	Not Approved	""	1.740126618629517
MPO	LIDOCAINE	Approved	for treatment of pelvic pain of bladder origin and interstitital cystitis,for treatment of premature ejaculation,anestethic,anesthetic	0.2047207786622961
MPO	LITHIUM	Approved	""	0.08286317231569132
MPO	INTERLEUKIN-11	Approved	thrombopoietic	0.3480253237259035
MPO	LORATADINE	Approved	antiasthmatic agent	0.1831712230136334
MPO	DRUGSATFDA.NDA:008378	Not Approved	""	0.5800422062098393
MPO	ANTICOAGULANT AGENT	Not Approved	""	1.160084412419678
MPO	VERDIPERSTAT	Not Approved	""	1.740126618629517
MPO	XANTHINE OXIDASE INHIBITOR	Not Approved	""	3.480253237259035
MPO	SULFONE ANTI-INFECTIVE AGENT	Not Approved	""	1.740126618629517
MPO	MITIPERSTAT	Not Approved	""	0.5800422062098393
MPO	THEOPHYLLINE	Approved	bronchodilator	0.1288982680466309
MPO	FENTANYL CITRATE	Approved	adjuvant to anesthesia,opioid,analgesic	0.1160084412419678
MPO	METHYLENE BLUE ANHYDROUS	Approved	""	0.09406089830429826
