gene	drug	regulatory approval	indication	interaction score
KIT	GILTERITINIB	Approved	""	0.06824025955409872
KIT	CYTARABINE	Approved	antineoplastic agent	0.01535405839967221
KIT	ADAVOSERTIB	Not Approved	antineoplastic agent	0.04386873828477776
KIT	XL820	Not Approved	antineoplastic agent	0.3070811679934442
KIT	TIVOZANIB HYDROCHLORIDE	Approved	""	0.1228324671973777
KIT	BARASERTIB	Not Approved	""	0.04724325661437605
KIT	GW843682X	Not Approved	""	0.01574775220479201
KIT	PEMBROLIZUMAB	Approved	""	0.07444391951356225
KIT	SPARTALIZUMAB	Not Approved	""	0.4094415573245923
KIT	ILORASERTIB	Not Approved	""	0.005294502896438694
KIT	IDRX-42	Not Approved	""	0.6141623359868885
KIT	FF-10101	Not Approved	""	0.4094415573245923
KIT	AMG-191	Not Approved	""	1.228324671973777
KIT	CATEQUENTINIB	Not Approved	""	0.1228324671973777
KIT	OSI-930	Not Approved	antineoplastic agent	0.2456649343947554
KIT	CHEMBL:CHEMBL578061	Not Approved	""	0.02456649343947554
KIT	OLVEREMBATINIB	Not Approved	""	0.2047207786622961
KIT	ENMD-2076	Not Approved	antineoplastic agent	0.03962337651528313
KIT	INFIGRATINIB	Approved	""	0.0909870127387983
KIT	XL-820	Not Approved	""	0.2047207786622961
KIT	TORIPALIMAB-TPZI	Approved	""	0.3070811679934442
KIT	CYC-116	Not Approved	""	0.006331570474091635
KIT	FORETINIB	Not Approved	antineoplastic agent	0.03232433347299413
KIT	FAMITINIB	Not Approved	""	0.175474953139111
KIT	VATALANIB	Not Approved	antineoplastic agent	0.1364805191081974
KIT	PEXIDARTINIB HYDROCHLORIDE	Approved	""	0.2047207786622961
KIT	CENISERTIB	Not Approved	antineoplastic agent	0.01561429667763276
KIT	PI3K/BET INHIBITOR LY294002	Not Approved	""	0.2047207786622961
KIT	SU-014813	Not Approved	""	0.08773747656955552
KIT	AZD3229	Not Approved	""	1.228324671973777
KIT	ROMIPLOSTIM	Approved	for treatment of thrombocytopenia	0.07677029199836106
KIT	TOCERANIB PHOSPHATE	Approved	""	0.2047207786622961
KIT	VENETOCLAX	Approved	""	0.05583293963517169
KIT	LINIFANIB	Not Approved	antineoplastic agent	0.007677029199836107
KIT	COPANLISIB	Approved	""	0.05583293963517169
KIT	CM-082	Not Approved	""	0.1535405839967221
KIT	CRIZOTINIB	Approved	antineoplastic agent	0.07369948031842662
KIT	AST-487	Not Approved	""	0.01497956917041191
KIT	FLUMATINIB	Not Approved	""	0.6141623359868885
KIT	LETROZOLE	Approved	antineoplastic agent	0.06824025955409872
KIT	XL999	Not Approved	antineoplastic agent	0.06141623359868885
KIT	LENVATINIB	Approved	antineoplastic agent	0.03232433347299413
KIT	AVAPRITINIB	Approved	""	2.088151942355421
KIT	DASATINIB ANHYDROUS	Approved	antineoplastic agent	0.2909190012569472
KIT	BEZUCLASTINIB	Not Approved	""	1.842487007960665
KIT	ENTRECTINIB	Approved	""	0.01077477782433137
KIT	CRENOLANIB	Not Approved	""	0.1637766229298369
KIT	SNS-314	Not Approved	antineoplastic agent	0.01462291276159258
KIT	AXITINIB	Approved	antineoplastic agent	0.175474953139111
KIT	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.03920185123320565
KIT	RG-1530	Not Approved	""	0.006533641872200942
KIT	IMATINIB	Approved	antineoplastic agent	1.049193990644268
KIT	MOTESANIB DIPHOSPHATE	Not Approved	""	1.228324671973777
KIT	REGORAFENIB	Approved	antineoplastic agent	0.3536086176894206
KIT	MIRDAMETINIB	Not Approved	""	0.08188831146491848
KIT	PONATINIB	Approved	antineoplastic agent	0.3307027963006323
KIT	PAZOPANIB	Approved	antineoplastic agent	0.04309911129732551
KIT	DERAZANTINIB	Not Approved	antineoplastic agent	0.1535405839967221
KIT	SEMAXANIB	Not Approved	""	0.03612719623452285
KIT	BAY 61-3606	Not Approved	""	0.01497956917041191
KIT	QUIZARTINIB	Approved	antineoplastic agent	0.6141623359868885
KIT	THE-630	Not Approved	""	0.6141623359868885
MLANA	RECOMBINANT CD40-LIGAND	Not Approved	""	1.450105515524598
MLANA	INCOMPLETE FREUND'S ADJUVANT	Not Approved	""	5.800422062098392
MLANA	ANTINEOPLASTIC VACCINE	Not Approved	""	3.480253237259035
MLANA	ADJUVANT	Not Approved	""	0.7733896082797858
MLANA	VACCINE	Not Approved	""	1.054622193108798
MLANA	ADENOVIRUS VECTOR	Not Approved	""	0.8286317231569132
MLANA	IMMUNOTHERAPY REGIMEN MKC-1106-MT	Not Approved	""	2.900211031049196
MLANA	RECOMBINANT VACCINIA-B7.1 VACCINE	Not Approved	""	11.60084412419678
MLANA	MELANOMA VACCINE	Not Approved	""	4.350316546573794
JAK2	TYRPHOSTIN 23	Not Approved	""	0.02536627723949734
JAK2	AZD1480	Not Approved	""	0.2663459110147221
JAK2	PF-562271	Not Approved	""	0.004932331685457817
JAK2	JAK2V617F INHIBITOR INCB160058	Not Approved	""	0.5326918220294442
JAK2	PEMBROLIZUMAB	Approved	""	0.06456870570053869
JAK2	TOFACITINIB	Approved	""	0.19024707929623
JAK2	RUXOLITINIB	Approved	antiinflammatory agent,antineoplastic agent	1.664661943842013
JAK2	FEDRATINIB	Approved	antineoplastic agent	0.6848894854664284
JAK2	TENALISIB	Not Approved	""	0.07609883171849204
JAK2	FILGOTINIB	Approved	DMARD,antiinflammatory agent	0.1183759604509876
JAK2	PACRITINIB	Approved	antineoplastic agent	0.2663459110147221
JAK2	BARICITINIB	Approved	DMARD,antiinflammatory agent	0.09685305855080804
JAK2	NS-018	Not Approved	""	0.5326918220294442
JAK2	TANESPIMYCIN	Not Approved	antineoplastic agent	0.08195258800452988
JAK2	AZD1208	Not Approved	""	0.1775639406764814
JAK2	PICTILISIB	Not Approved	""	0.03228435285026934
JAK2	DOVITINIB	Not Approved	antineoplastic agent	0.005274176455737071
JAK2	AZ960	Not Approved	""	0.7990377330441664
JAK2	GANDOTINIB	Not Approved	""	0.7102557627059256
JAK2	PEGINTERFERON ALFA-2B	Approved	""	0.01664661943842013
JAK2	LUMINESPIB	Not Approved	""	0.1775639406764814
JAK2	ROPEGINTERFERON ALFA-2B	Approved	""	0.133172955507361
JAK2	MOMELOTINIB	Approved	""	0.2458577640135896
JAK2	AZD-1480	Not Approved	""	0.1775639406764814
JAK2	NEZULCITINIB	Not Approved	""	0.07609883171849204
JAK2	TYRPHOSTIN AG 555	Not Approved	""	0.02803641168576022
JAK2	GELDANAMYCIN	Not Approved	""	0.07102557627059257
JAK2	CHEMBL:CHEMBL546797	Not Approved	""	0.01664661943842013
JAK2	ERLOTINIB	Approved	antineoplastic agent	0.009512353964811504
JAK2	BINIMETINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.05326918220294442
JAK2	PD-0166285	Not Approved	""	0.01024407350056623
JAK2	SGI-1776	Not Approved	antineoplastic agent	0.1775639406764814
JAK2	XL-019	Not Approved	""	0.5326918220294442
JAK2	THIRAM	Not Approved	""	0.02316051400128018
JAK2	RIBOCICLIB	Approved	antineoplastic agent	0.0591879802254938
JAK2	ALFENTANIL HYDROCHLORIDE	Approved	Opioid,Analgesics	0.2663459110147221
JAK2	CHEMBL:CHEMBL29197	Not Approved	""	0.06658647775368053
JAK2	CEP-11981	Not Approved	""	0.05073255447899468
JAK2	DACTOLISIB	Not Approved	""	0.02219549258456017
JAK2	AT-9283	Not Approved	""	0.04439098516912035
JAK2	AC430	Not Approved	antineoplastic agent,antiinflammatory agent	0.2663459110147221
JAK2	FLONOLTINIB MALEATE	Not Approved	""	0.5326918220294442
JAK2	AT9283	Not Approved	antineoplastic agent	0.09685305855080804
JAK2	UZANSERTIB	Not Approved	""	0.2130767288117777
JAK2	CHEMBL:CHEMBL379975	Not Approved	""	0.012106632318851
JAK2	PACRITINIB CITRATE	Approved	""	0.2663459110147221
JAK2	ILGINATINIB	Not Approved	""	0.5326918220294442
JAK2	ADAVOSERTIB	Not Approved	antineoplastic agent	0.01902470792962301
JAK2	GILTERITINIB	Approved	""	0.0591879802254938
JAK2	CT-1578	Not Approved	""	0.133172955507361
JAK2	ILORASERTIB	Not Approved	""	0.004592170879564174
JAK2	RITUXIMAB	Approved	antineoplastic agent	0.0591879802254938
JAK2	AST-487	Not Approved	""	0.01299248346413278
JAK2	ENTRECTINIB	Approved	""	0.009345470561920075
JAK2	DASATINIB ANHYDROUS	Approved	antineoplastic agent	0.007009102921440055
JAK2	TRIAMTERENE	Approved	Antihypertensive Agents; Diuretics	0.0295939901127469
JAK2	A-1155463	Not Approved	""	1.065383644058888
JAK2	XL019	Not Approved	antineoplastic agent	0.5326918220294442
JAK2	CENISERTIB	Not Approved	antineoplastic agent	0.004514337474825799
JAK2	IMATINIB	Approved	antineoplastic agent	0.01479699505637345
JAK2	NVP-TAE684	Not Approved	""	0.005171765262421788
JAK2	ZSTK474	Not Approved	""	0.09685305855080804
JAK2	ENMD-2076	Not Approved	antineoplastic agent	0.01718360716224013
JAK2	AC-430	Not Approved	""	0.5326918220294442
JAK2	6-AZAURIDINE	Not Approved	""	0.1065383644058888
JAK2	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.009685305855080805
JAK2	TGX-221	Not Approved	""	0.1775639406764814
JAK2	ZOTIRACICLIB	Not Approved	""	0.0887819703382407
JAK2	LS-104	Not Approved	""	0.5326918220294442
JAK2	JAK3 INHIBITOR II	Not Approved	""	0.1065383644058888
JAK2	AG 490	Not Approved	""	0.06658647775368053
JAK2	RUXOLITINIB PHOSPHATE	Approved	""	0.2663459110147221
JAK2	PIM KINASE INHIBITOR LGH447	Not Approved	""	0.5326918220294442
JAK2	CRIZOTINIB	Approved	antineoplastic agent	0.04261534576235553
JAK2	IZENCITINIB	Not Approved	""	0.06658647775368053
JAK2	LESTAURTINIB	Not Approved	antineoplastic agent	0.2219549258456017
JAK2	BMS-911543	Not Approved	""	1.598075466088332
JAK2	CHEMBL:CHEMBL1170485	Not Approved	""	0.0887819703382407
JAK2	FEDRATINIB HYDROCHLORIDE	Approved	""	0.2663459110147221
JAK2	TOZASERTIB	Not Approved	antineoplastic agent	0.007297148246978688
JAK2	GW843682X	Not Approved	""	0.01365876466742164
JAK2	JNJ-7706621	Not Approved	""	0.009685305855080805
JAK2	FILGOTINIB MALEATE	Approved	""	0.133172955507361
JAK2	G&OUML; 6976	Not Approved	""	0.2663459110147221
JAK2	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.009184341759128347
JAK2	PEFICITINIB	Approved	for treatment of rheumatoid arthritis	0.06658647775368053
JAK2	HYDROXYUREA	Approved	Antineoplastic Agents	0.05073255447899468
JAK2	CHEMBL:CHEMBL1997335	Not Approved	""	0.01268313861974867
JAK2	UPADACITINIB HEMIHYDRATE	Approved	""	0.133172955507361
JAK2	LAUROGUADINE	Not Approved	""	0.01902470792962301
JAK2	GUSACITINIB	Not Approved	""	0.1065383644058888
JAK2	RG-1530	Not Approved	""	0.005666934276908981
JAK2	MIDOSTAURIN	Approved	antineoplastic agent	0.03043953268739681
JAK2	OLAPARIB	Approved	""	0.02316051400128018
JAK2	DELGOCITINIB	Not Approved	""	0.07609883171849204
JAK2	BOMEDEMSTAT	Not Approved	""	0.2663459110147221
JAK2	CYC-116	Not Approved	""	0.005491668268344785
JAK2	AG 1296	Not Approved	""	0.1775639406764814
PIK3CB	OMIPALISIB	Not Approved	""	0.06214737923676848
PIK3CB	PWT-33587	Not Approved	""	0.04603509573093962
PIK3CB	SAMOTOLISIB	Not Approved	""	0.05524211487712754
PIK3CB	VOXTALISIB	Not Approved	""	0.05178948269730707
PIK3CB	SAR260301	Not Approved	""	0.1035789653946141
PIK3CB	BCG VACCINE	Approved	""	0.2762105743856377
PIK3CB	PUQUITINIB	Not Approved	""	0.1035789653946141
PIK3CB	IZORLISIB	Not Approved	""	0.04603509573093962
PIK3CB	BGT-226	Not Approved	""	0.07533015665062848
PIK3CB	SELETALISIB	Not Approved	""	0.1035789653946141
PIK3CB	ALPELISIB	Approved	""	0.03452632179820471
PIK3CB	TROGLITAZONE	Approved	""	0.0318704508906505
PIK3CB	AZD3458	Not Approved	""	0.1035789653946141
PIK3CB	VULOLISIB	Not Approved	""	0.1035789653946141
PIK3CB	IH636 GRAPE SEED PROANTHOCYANIDIN EXTRACT	Not Approved	""	0.1657263446313826
PIK3CB	TASELISIB	Not Approved	""	0.05524211487712754
PIK3CB	ZSTK-474	Not Approved	""	0.05178948269730707
PIK3CB	PP-121	Not Approved	""	0.03452632179820471
PIK3CB	RECILISIB	Not Approved	""	0.05178948269730707
PIK3CB	SURAMIN	Not Approved	""	0.03270914696672026
PIK3CB	EGANELISIB	Not Approved	""	0.0828631723156913
PIK3CB	LY-294002	Not Approved	""	0.02589474134865353
PIK3CB	TRAIL	Not Approved	""	0.08286317231569132
PIK3CB	GSK2636771	Not Approved	""	0.05178948269730707
PIK3CB	QUERCETIN	Approved	""	0.01573351373082746
PIK3CB	COMPOUND 2Q [PMID: 30986068]	Not Approved	""	0.1035789653946141
PIK3CB	COMPOUND 12B [PMID: 31465220]	Not Approved	""	0.1035789653946141
PIK3CB	IDELALISIB	Approved	antineoplastic agent	0.04603509573093962
PIK3CB	COMPOUND 41 [PMID: 31855425]	Not Approved	""	0.0828631723156913
PIK3CB	LOVASTATIN	Approved	anticholesterolaemic agent	0.02124696726043367
PIK3CB	AZ2	Not Approved	""	0.1035789653946141
PIK3CB	AZD-6482	Not Approved	""	0.05178948269730707
PIK3CB	SERABELISIB	Not Approved	""	0.1381052871928188
PIK3CB	ZANDELISIB	Not Approved	""	0.06905264359640943
PIK3CB	PIK-108	Not Approved	""	0.1381052871928188
PIK3CB	PICTILISIB	Not Approved	""	0.05022010443375231
PIK3CB	MIDOSTAURIN	Approved	antineoplastic agent	0.02367519209019752
PIK3CB	DEZAPELISIB	Not Approved	""	0.06905264359640943
PIK3CB	BUPARLISIB	Not Approved	""	0.06629053785255305
PIK3CB	AMDIZALISIB	Not Approved	""	0.1381052871928188
PIK3CB	BIMIRALISIB	Not Approved	""	0.1381052871928188
PIK3CB	TGX-221	Not Approved	""	0.06905264359640943
PIK3CB	TOPOISOMERASE-II INHIBITOR	Not Approved	""	0.8286317231569131
PIK3CB	PROGESTERONE	Approved	for reducing the risk of pre-term birth for women with short cervix a mid-pregnancy,for prevention of preterm delivery,for symptomatic treatment of menopausal symptoms,neuroprotectant for stroke victims	0.01404460547723581
PIK3CB	PRASTERONE	Approved	hormone supplement for increasing bone mineral density in patients with systemic lupus erythematosus	0.04603509573093962
PIK3CB	ZINC SULFATE ANHYDROUS	Approved	""	0.1381052871928188
PIK3CB	COMPOUND 82 [PMID: 21332118]	Not Approved	""	0.0591879802254938
PIK3CB	PI-3065	Not Approved	""	0.2071579307892282
PIK3CB	BAY-1082439	Not Approved	""	0.4143158615784565
PIK3CB	APITOLISIB	Not Approved	""	0.04780567633597576
PIK3CB	ZSTK474	Not Approved	""	0.07533015665062848
PIK3CB	PILARALISIB	Not Approved	""	0.07311456380796291
PIK3CB	AZD6482	Not Approved	""	0.04603509573093962
PIK3CB	AZD8835	Not Approved	""	0.06905264359640943
PIK3CB	PIK-75	Not Approved	""	0.0828631723156913
PIK3CB	INAVOLISIB	Not Approved	""	0.1035789653946141
PIK3CB	AZD8154	Not Approved	""	0.1035789653946141
PIK3CB	TENALISIB	Not Approved	""	0.0591879802254938
PIK3CB	AZD8186	Not Approved	""	0.1183759604509876
PIK3CB	CHEMOPREVENTIVE AGENT	Not Approved	""	0.09207019146187924
PIK3CB	BIOFLAVONOID	Not Approved	""	0.2071579307892282
PIK3CB	EPINEPHRINE	Approved	anestethic	0.02071579307892282
PIK3CB	DACTINOMYCIN	Approved	""	0.02367519209019752
PIK3CB	PI-103	Not Approved	""	0.0591879802254938
PIK3CB	PILARALISIB	Not Approved	""	0.1035789653946141
PIK3CB	INDOLE-3-CARBINOL	Not Approved	""	0.2762105743856377
PIK3CB	SONOLISIB	Not Approved	""	0.06905264359640943
PIK3CB	WX-037	Not Approved	""	0.05178948269730707
PIK3CB	NVP-CLR457	Not Approved	""	0.1035789653946141
PIK3CB	COMPOUND 20F [PMID: 28520415]	Not Approved	""	0.2071579307892282
PIK3CB	TG-100-115	Not Approved	""	0.1035789653946141
PIK3CB	CAMPTOTHECIN	Approved	antineoplastic agent	0.02367519209019752
PIK3CB	COPANLISIB	Approved	""	0.07533015665062848
PIK3CB	PF-04691502	Not Approved	""	0.02437152126932097
PIK3CB	RV6153	Not Approved	""	0.1035789653946141
PIK3CB	AMG319	Not Approved	""	0.1035789653946141
PIK3CB	RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1	Not Approved	""	0.03945865348366253
PIK3CB	XL765	Not Approved	antineoplastic agent	0.04603509573093962
PIK3CB	ACALISIB	Not Approved	""	0.0591879802254938
PIK3CB	OMIPALISIB	Not Approved	""	0.0828631723156913
PIK3CB	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.005598862994303467
PIK3CB	GSK-2636771	Not Approved	""	0.4143158615784565
PIK3CB	NEOLYMPHOSTIN A	Not Approved	""	0.06905264359640943
PIK3CB	ALDESLEUKIN	Approved	antineoplastic agent	0.02762105743856377
PIK3CB	PI-103	Not Approved	""	0.0218060979778135
PIK3CB	KU-0060648	Not Approved	""	0.0591879802254938
PIK3CB	DS-7423	Not Approved	""	0.05524211487712754
PIK3CB	VS-5584	Not Approved	""	0.0828631723156913
PIK3CB	RETINOIC ACID AGENT	Not Approved	""	0.02673005558570687
PIK3CB	PAXALISIB	Not Approved	""	0.03766507832531424
PIK3CB	CH-5132799	Not Approved	""	0.1035789653946141
PIK3CB	OCTREOTIDE ACETATE	Approved	antihypertensive agent,antineoplastic agent	0.04603509573093962
PIK3CB	COMPOUND 5D [PMID: 31335136]	Not Approved	""	0.1035789653946141
PIK3CB	SF-1126	Not Approved	""	0.04603509573093962
PIK3CB	COMPOUND 27 [PMID: 35834807]	Not Approved	""	0.1035789653946141
PIK3CB	RIGOSERTIB	Not Approved	antineoplastic agent	0.05178948269730707
PIK3CB	IZORLISIB	Not Approved	""	0.0828631723156913
PIK3CB	WORTMANNIN	Not Approved	""	0.05178948269730707
PIK3CB	NONSTEROIDAL ANTIINFLAMMATORY DRUG	Not Approved	""	0.07311456380796291
PIK3CB	INDOLE-3-CARBINOL	Not Approved	""	0.1381052871928188
PIK3CB	TYROSINE KINASE INHIBITOR	Not Approved	""	0.0318704508906505
PIK3CB	VS-5584	Not Approved	""	0.03766507832531424
PIK3CB	BAY-8400	Not Approved	""	0.1035789653946141
PIK3CB	PUQUITINIB MESYLATE DIHYDRATE	Not Approved	""	0.03766507832531424
PIK3CB	FIMEPINOSTAT	Not Approved	""	0.0318704508906505
PIK3CB	PI3K/MTOR KINASE INHIBITOR PF-04691502	Not Approved	""	0.1035789653946141
PIK3CB	COMPOUND 15A [PMID: 32069401]	Not Approved	""	0.0828631723156913
PIK3CB	SF1126	Not Approved	antineoplastic agent	0.04603509573093962
PIK3CB	BUPARLISIB HYDROCHLORIDE	Not Approved	""	0.04143158615784565
PIK3CB	BIMIRALISIB	Not Approved	""	0.0828631723156913
PIK3CB	UROKINASE	Approved	Thrombolytic Agents,thrombolytic agent	0.1035789653946141
PIK3CB	RECOMBINANT CHEMOKINE	Not Approved	""	0.06905264359640943
PIK3CB	DACTOLISIB	Not Approved	""	0.03452632179820471
PIK3CB	GEDATOLISIB	Not Approved	""	0.04603509573093962
PIK3CB	ALVOCIDIB	Not Approved	antineoplastic agent	0.03945865348366253
PIK3CB	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	Not Approved	""	0.0828631723156913
PIK3CB	SELECTIVE ESTROGEN RECEPTOR MODULATOR	Not Approved	""	0.09207019146187924
PIK3CB	PF-06843195	Not Approved	""	0.1381052871928188
PIK3CB	GSK-1059615	Not Approved	""	0.05178948269730707
PIK3CB	DUVELISIB	Approved	""	0.0591879802254938
PIK3CB	AZD-8186	Not Approved	""	0.2071579307892282
PIK3CB	PF-04691502	Not Approved	""	0.03452632179820471
PIK3CB	PANULISIB	Not Approved	""	0.05178948269730707
PIK3CB	INFIGRATINIB	Approved	""	0.0153450319103132
PIK3CB	PROTEASOME INHIBITOR	Not Approved	""	0.04143158615784565
PIK3CB	NEMIRALISIB	Not Approved	""	0.0591879802254938
ERBB2	MM-111	Not Approved	antineoplastic agent	0.6824025955409873
ERBB2	TRASTUZUMAB	Approved	antineoplastic agent	0.4675721487966024
ERBB2	PERTUZUMAB	Approved	antineoplastic agent	0.4691517844344287
ERBB2	FULVESTRANT	Approved	antineoplastic agent	0.04094415573245923
ERBB2	IL-12	Not Approved	""	0.07582251061566525
ERBB2	ADO-TRASTUZUMAB EMTANSINE	Approved	antineoplastic agent	0.1605653165978793
ERBB2	MARGETUXIMAB	Approved	antineoplastic agent	0.4094415573245923
ERBB2	POZIOTINIB	Not Approved	""	0.1706006488852468
ERBB2	BMS-599626	Not Approved	""	0.3412012977704936
ERBB2	CETUXIMAB	Approved	antineoplastic agent	0.009221656696499828
ERBB2	LAPATINIB	Approved	antineoplastic agent	0.3632142847234287
ERBB2	LETROZOLE	Approved	antineoplastic agent	0.03791125530783262
ERBB2	ABEMACICLIB	Approved	""	0.05387388912165689
ERBB2	ALLITINIB	Not Approved	""	0.1706006488852468
ERBB2	TIPIRACIL / TRIFLURIDINE	Not Approved	""	0.1706006488852468
ERBB2	PLATINUM COMPOUND	Not Approved	""	0.0426501622213117
ERBB2	T-DM1	Not Approved	""	0.3412012977704936
ERBB2	TESEVATINIB	Not Approved	antineoplastic agent	0.1137337659234978
ERBB2	ANTINEOPLASTIC AGENT	Not Approved	""	0.04874304253864196
ERBB2	AFATINIB	Approved	antineoplastic agent	0.246423159500912
ERBB2	RIBOCICLIB	Approved	antineoplastic agent	0.03791125530783262
ERBB2	ANASTROZOLE	Approved	antineoplastic agent	0.02624625367465336
ERBB2	TAK-285	Not Approved	""	0.3412012977704936
ERBB2	PALBOCICLIB	Approved	""	0.02007066457473492
ERBB2	CP-724714	Not Approved	""	0.6824025955409873
ERBB2	BMS-690514	Not Approved	""	0.1706006488852468
ERBB2	TUCATINIB	Approved	antineoplastic agent	0.2559009733278702
ERBB2	IRINOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.005415893615404661
ERBB2	PELITINIB	Not Approved	""	0.1706006488852468
ERBB2	PEMBROLIZUMAB	Approved	""	0.02067886653154507
ERBB2	NVP-TAE684	Not Approved	""	0.003312633958936831
ERBB2	CEDIRANIB	Not Approved	antineoplastic agent	0.006092880317330245
ERBB2	ZENOCUTUZUMAB	Not Approved	""	0.3412012977704936
ERBB2	ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013	Not Approved	""	0.1137337659234978
ERBB2	NIVOLUMAB	Approved	antineoplastic agent	0.01312312683732668
ERBB2	KADCYLA	Not Approved	""	0.3412012977704936
ERBB2	HSP90 INHIBITOR	Not Approved	""	0.3412012977704936
ERBB2	HER2 ECD+TM VIRUS-LIKE REPLICON PARTICLES VACCINE AVX901	Not Approved	""	0.3412012977704936
ERBB2	PILARALISIB	Not Approved	""	0.02007066457473492
ERBB2	TARLOXOTINIB	Not Approved	""	0.08530032444262341
ERBB2	DACOMITINIB ANHYDROUS	Approved	antineoplastic agent	0.4549350636939915
ERBB2	CAPIVASERTIB	Approved	""	0.03412012977704936
ERBB2	HER2-TARGETED LIPOSOMAL DOXORUBICIN HYDROCHLORIDE MM-302	Not Approved	""	0.3412012977704936
ERBB2	ALPELISIB	Approved	""	0.01895562765391631
ERBB2	GANCOTAMAB	Not Approved	""	0.1706006488852468
ERBB2	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.003101829979731761
ERBB2	ERTUMAXOMAB	Not Approved	""	0.2274675318469957
ERBB2	VARLITINIB	Not Approved	antineoplastic agent	0.5118019466557405
ERBB2	CIPATINIB	Not Approved	""	0.1706006488852468
ERBB2	MULTI-NEO-EPITOPE VACCINE OSE 2101	Not Approved	""	0.08530032444262341
ERBB2	TAMATINIB	Not Approved	""	0.004212361700870292
ERBB2	EPIRUBICIN	Approved	Antineoplastic Agents	0.01895562765391631
ERBB2	PLUMBAGIN	Not Approved	""	0.05249250734930672
ERBB2	ROMIDEPSIN	Approved	antineoplastic agent	0.02437152126932098
ERBB2	CANERTINIB	Not Approved	""	0.1462291276159258
ERBB2	GO-6976	Not Approved	""	0.007934913901639388
ERBB2	BMS-599626	Not Approved	""	0.2047207786622961
ERBB2	EVEROLIMUS	Approved	immunosuppressant	0.05017666143683731
ERBB2	NERATINIB MALEATE	Approved	""	0.2274675318469957
ERBB2	TALAZOPARIB	Approved	""	0.02437152126932098
ERBB2	PD-98059	Not Approved	""	0.01844331339299965
ERBB2	DOCETAXEL ANHYDROUS	Approved	antineoplastic agent	0.004110859009283056
ERBB2	CENISERTIB	Not Approved	antineoplastic agent	0.002891536421783844
ERBB2	NAKIJIQUINONES H	Not Approved	""	0.6824025955409873
ERBB2	FAM-TRASTUZUMAB DERUXTECAN-NXKI	Approved	""	0.3412012977704936
ERBB2	AEE788	Not Approved	""	0.04874304253864196
ERBB2	DIMETHYLCURCUMIN	Not Approved	""	0.1364805191081974
ERBB2	PROTEASE INHIBITOR	Not Approved	""	0.03412012977704936
ERBB2	AV-412	Not Approved	antineoplastic agent	0.3412012977704936
ERBB2	NAKIJIQUINONE I	Not Approved	""	0.6824025955409873
ERBB2	AEE-788	Not Approved	""	0.05686688296174894
ERBB2	ANTI-HER2 ANTIBODY-DRUG CONJUGATE MEDI4276	Not Approved	""	0.3412012977704936
ERBB2	DIETHYLSTILBESTROL	Approved	Hormone Replacement Agents	0.02067886653154507
ERBB2	ZOLEDRONIC ACID ANHYDROUS	Approved	antiosteoporotic agent	0.02274675318469957
ERBB2	MECHLORETHAMINE	Approved	""	0.06203659959463521
ERBB2	AFATINIB DIMALEATE	Approved	""	0.1137337659234978
ERBB2	MASOPROCOL	Approved	prostate cancer,antineoplastic agent	0.0217788062406698
ERBB2	BLARCAMESINE	Not Approved	antineoplastic agent,for treatment of Alzheimer's disease	0.1137337659234978
ERBB2	IBRUTINIB	Approved	antineoplastic agent	0.01003533228736746
ERBB2	ADJUVANT	Not Approved	""	0.06824025955409874
ERBB2	ZANIDATAMAB	Not Approved	""	0.3412012977704936
ERBB2	ELACESTRANT	Approved	for treatment of postmenopausal symptoms	0.1706006488852468
ERBB2	AKT INHIBITOR MK2206	Not Approved	""	0.09748608507728392
ERBB2	PAN-HER KINASE INHIBITOR AC480	Not Approved	antineoplastic agent	0.08530032444262341
ERBB2	VORINOSTAT	Approved	antineoplastic agent	0.01218576063466049
ERBB2	KBP5209	Not Approved	""	0.08530032444262341
ERBB2	GW843682X	Not Approved	""	0.008748751224884452
ERBB2	SAPITINIB	Not Approved	""	0.1462291276159258
ERBB2	TUXOBERTINIB	Not Approved	""	0.08530032444262341
ERBB2	SOTRASTAURIN	Not Approved	""	0.005593463897876945
ERBB2	DASATINIB ANHYDROUS	Approved	antineoplastic agent	0.004489490760138074
ERBB2	ERIBULIN MESYLATE	Approved	""	0.02843344148087447
ERBB2	PYROTINIB	Not Approved	""	0.1706006488852468
ERBB2	MULTIKINASE INHIBITOR AEE788	Not Approved	""	0.1137337659234978
ERBB2	TAMOXIFEN	Approved	Hormonal,Antineoplastic Agents	0.02624625367465336
ERBB2	GLYCOOPTIMIZED TRASTUZUMAB-GEX	Not Approved	""	0.3412012977704936
ERBB2	ALISERTIB	Not Approved	antineoplastic agent	0.007108360370218618
