entity1,entity2,relation_type
@DISEASE_Nerve_Degeneration,@CHEMICAL_Glutamic_Acid,multitype
@DISEASE_Nerve_Degeneration,@GENE_S100B,multitype
@DISEASE_Nerve_Degeneration,@GENE_DKK1,multitype
@DISEASE_Nerve_Degeneration,@CHEMICAL_neuromelanin,multitype
@DISEASE_Nerve_Degeneration,@CHEMICAL_1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine,multitype
@DISEASE_Nerve_Degeneration,@CHEMICAL_Nitric_Oxide,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Aspirin,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Leucine,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Proline,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Taurine,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Glucose,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Alloxan,multitype
@DISEASE_Diabetes_Mellitus,@GENE_INS,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Streptozocin,multitype
@DISEASE_Diabetes_Mellitus,@GENE_DKK1,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Reactive_Oxygen_Species,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Uric_Acid,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Blood_Glucose,multitype
@DISEASE_Diabetes_Mellitus,@GENE_CAT,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Glycine,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Pyruvaldehyde,multitype
@DISEASE_Diabetes_Mellitus,@GENE_SOST,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Carbohydrates,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Metformin,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Cysteine,multitype
@DISEASE_Diabetes_Mellitus,@GENE_TNFSF11,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Propionates,multitype
@DISEASE_Diabetes_Mellitus,@GENE_IL6,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Hydrocortisone,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Creatinine,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Tryptophan,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Polyphenols,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Triglycerides,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Thioctic_Acid,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Nitric_Oxide,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Chitosan,multitype
@DISEASE_Diabetes_Mellitus,@GENE_TNF,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Isoleucine,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Magnesium,multitype
@DISEASE_Diabetes_Mellitus,@GENE_LOX,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Vitamin_E,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Phospholipids,multitype
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Asparagine,multitype
@DISEASE_Diabetes_Mellitus,@GENE_NFE2L2,Association
@DISEASE_Diabetes_Mellitus,@CHEMICAL_Mannose,multitype
@CHEMICAL_succinylacetone,@DISEASE_Tyrosinemias,multitype
@CHEMICAL_succinylacetone,@GENE_ALAD,Negative_Correlation
@CHEMICAL_succinylacetone,@CHEMICAL_Porphyrins,multitype
@GENE_HPT1,@CHEMICAL_Tocopherols,multitype
@GENE_HPT1,@CHEMICAL_Vitamin_E,multitype
@DISEASE_Tyrosinemias,@GENE_FAH,multitype
@DISEASE_Tyrosinemias,@GENE_TAT,multitype
@DISEASE_Tyrosinemias,@GENE_AFP,multitype
@DISEASE_Osteoarthritis,@CHEMICAL_Reactive_Oxygen_Species,multitype
@DISEASE_Osteoarthritis,@GENE_IL1B,multitype
@DISEASE_Osteoarthritis,@CHEMICAL_Vitamin_E,multitype
@DISEASE_Osteoarthritis,@CHEMICAL_Iodoacetic_Acid,Positive_Correlation
@DISEASE_Osteoarthritis,@CHEMICAL_Hyaluronic_Acid,Negative_Correlation
@DISEASE_Osteoarthritis,@CHEMICAL_Chondroitin_Sulfates,multitype
@DISEASE_Osteoarthritis,@GENE_DKK1,Association
@DISEASE_Osteoarthritis,@GENE_MMP3,multitype
@CHEMICAL_Tocopherols,@GENE_LOC548177,multitype
@CHEMICAL_phenylacetic_acid,@CHEMICAL_Penicillin_G,Association
@DISEASE_Inflammation,@CHEMICAL_Carbon_Dioxide,multitype
@DISEASE_Inflammation,@GENE_PTGS2,multitype
@DISEASE_Inflammation,@CHEMICAL_Aspirin,multitype
@DISEASE_Inflammation,@CHEMICAL_protocatechuic_acid,multitype
@DISEASE_Inflammation,@CHEMICAL_4_hydroxybenzoic_acid,multitype
@DISEASE_Inflammation,@GENE_IFNG,multitype
@DISEASE_Inflammation,@CHEMICAL_Calcium,multitype
@DISEASE_Inflammation,@CHEMICAL_Fumarates,multitype
@DISEASE_Inflammation,@CHEMICAL_Superoxides,multitype
@DISEASE_Inflammation,@CHEMICAL_Aspartic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Taurine,multitype
@DISEASE_Inflammation,@CHEMICAL_Steroids,multitype
@DISEASE_Inflammation,@CHEMICAL_Bile_Acids_and_Salts,multitype
@DISEASE_Inflammation,@CHEMICAL_Reactive_Oxygen_Species,multitype
@DISEASE_Inflammation,@CHEMICAL_Choline,multitype
@DISEASE_Inflammation,@CHEMICAL_Phytic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Thioctic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Nitric_Oxide,multitype
@DISEASE_Inflammation,@GENE_TNF,multitype
@DISEASE_Inflammation,@GENE_IL10,multitype
@DISEASE_Inflammation,@GENE_IL6,multitype
@DISEASE_Inflammation,@CHEMICAL_Vitamin_E,multitype
@DISEASE_Inflammation,@CHEMICAL_Uric_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Homocysteine,multitype
@DISEASE_Inflammation,@CHEMICAL_Glucose,multitype
@DISEASE_Inflammation,@CHEMICAL_Lipopolysaccharides,multitype
@DISEASE_Inflammation,@CHEMICAL_Selenium,multitype
@DISEASE_Inflammation,@CHEMICAL_kaempferol,multitype
@DISEASE_Inflammation,@CHEMICAL_3_methylquercetin,multitype
@DISEASE_Inflammation,@CHEMICAL_Quercetin,multitype
@DISEASE_Inflammation,@GENE_CD8A,multitype
@DISEASE_Inflammation,@GENE_NFKB1,Association
@DISEASE_Inflammation,@CHEMICAL_Lactic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Fatty_Acids,multitype
@DISEASE_Inflammation,@GENE_IL1B,multitype
@DISEASE_Inflammation,@CHEMICAL_Prostaglandins,multitype
@DISEASE_Inflammation,@CHEMICAL_Apigenin,multitype
@DISEASE_Inflammation,@CHEMICAL_Cholesterol,multitype
@DISEASE_Inflammation,@CHEMICAL_isoborneol,multitype
@DISEASE_Inflammation,@CHEMICAL_Azoxymethane,multitype
@DISEASE_Inflammation,@CHEMICAL_ferulic_acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Rutin,multitype
@DISEASE_Inflammation,@CHEMICAL_Dinoprostone,multitype
@DISEASE_Inflammation,@CHEMICAL_Flavonoids,multitype
@DISEASE_Inflammation,@CHEMICAL_Methotrexate,multitype
@DISEASE_Inflammation,@CHEMICAL_Adenosine,multitype
@DISEASE_Inflammation,@CHEMICAL_Minocycline,multitype
@DISEASE_Inflammation,@CHEMICAL_Luteolin,multitype
@DISEASE_Inflammation,@GENE_COX2,multitype
@DISEASE_Inflammation,@CHEMICAL_Acetaminophen,multitype
@DISEASE_Inflammation,@CHEMICAL_Hydrogen_Peroxide,multitype
@DISEASE_Inflammation,@GENE_CRP,multitype
@DISEASE_Inflammation,@CHEMICAL_Zoledronic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_vanillin,multitype
@DISEASE_Inflammation,@CHEMICAL_Cortisone,multitype
@DISEASE_Inflammation,@GENE_NLRP3,multitype
@DISEASE_Inflammation,@GENE_CXCL8,multitype
@DISEASE_Inflammation,@GENE_IL18,Association
@DISEASE_Inflammation,@GENE_HMOX1,Association
@DISEASE_Inflammation,@GENE_NFE2L2,multitype
@DISEASE_Inflammation,@CHEMICAL_Polychlorinated_Dibenzodioxins,multitype
@DISEASE_Inflammation,@GENE_AHR,multitype
@DISEASE_Inflammation,@GENE_IL12B,multitype
@DISEASE_Inflammation,@GENE_ADIPOQ,multitype
@DISEASE_Inflammation,@CHEMICAL_Gallic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Testosterone,multitype
@DISEASE_Inflammation,@GENE_DFNA34,Association
@DISEASE_Inflammation,@GENE_IL1A,multitype
@DISEASE_Inflammation,@GENE_IL17A,multitype
@DISEASE_Inflammation,@CHEMICAL_Hyaluronic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Arsenic,multitype
@DISEASE_Inflammation,@GENE_ZBTB16,multitype
@DISEASE_Inflammation,@CHEMICAL_Melatonin,multitype
@DISEASE_Inflammation,@CHEMICAL_Zinc,multitype
@DISEASE_Inflammation,@GENE_TNFSF11,multitype
@DISEASE_Inflammation,@GENE_CCL2,multitype
@DISEASE_Inflammation,@CHEMICAL_Nitrates,multitype
@DISEASE_Inflammation,@CHEMICAL_Tryptophan,multitype
@DISEASE_Inflammation,@CHEMICAL_ceric_oxide,multitype
@DISEASE_Inflammation,@GENE_ALB,multitype
@DISEASE_Inflammation,@CHEMICAL_morin,Negative_Correlation
@DISEASE_Inflammation,@CHEMICAL_Curcumin,Negative_Correlation
@DISEASE_Inflammation,@CHEMICAL_Oxylipins,multitype
@DISEASE_Inflammation,@GENE_IL4,multitype
@DISEASE_Inflammation,@CHEMICAL_Aflatoxin_B1,multitype
@DISEASE_Inflammation,@CHEMICAL_Butanols,multitype
@DISEASE_Inflammation,@CHEMICAL_Arachidonic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Silymarin,multitype
@DISEASE_Inflammation,@CHEMICAL_astaxanthine,multitype
@DISEASE_Inflammation,@GENE_SAA,multitype
@DISEASE_Inflammation,@CHEMICAL_Cannabidiol,multitype
@DISEASE_Inflammation,@GENE_CXCL9,multitype
@DISEASE_Inflammation,@GENE_IL22,multitype
@DISEASE_Inflammation,@GENE_IL23A,multitype
@DISEASE_Inflammation,@GENE_MYD88,Association
@DISEASE_Inflammation,@CHEMICAL_Bleomycin,multitype
@DISEASE_Inflammation,@CHEMICAL_Ethanol,multitype
@DISEASE_Inflammation,@GENE_IDO1,multitype
@DISEASE_Inflammation,@CHEMICAL_Kynurenine,multitype
@DISEASE_Inflammation,@CHEMICAL_Carbon_Tetrachloride,multitype
@DISEASE_Inflammation,@CHEMICAL_Salicylic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_deoxynivalenol,Positive_Correlation
@DISEASE_Inflammation,@CHEMICAL_itaconic_acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Hesperidin,multitype
@DISEASE_Inflammation,@CHEMICAL_Leukotriene_B4,multitype
@DISEASE_Inflammation,@CHEMICAL_Polyphenols,multitype
@DISEASE_Inflammation,@GENE_SPP1,multitype
@DISEASE_Inflammation,@GENE_DKK1,multitype
@DISEASE_Inflammation,@CHEMICAL_Volatile_Organic_Compounds,multitype
@DISEASE_Inflammation,@GENE_CAT,multitype
@DISEASE_Inflammation,@CHEMICAL_Pyruvaldehyde,multitype
@DISEASE_Inflammation,@CHEMICAL_Asparagine,multitype
@DISEASE_Inflammation,@CHEMICAL_Metformin,multitype
@DISEASE_Inflammation,@CHEMICAL_thymoquinone,multitype
@DISEASE_Inflammation,@CHEMICAL_Glutathione,multitype
@DISEASE_Inflammation,@GENE_NOS2,multitype
@DISEASE_Inflammation,@CHEMICAL_taxifolin,multitype
@DISEASE_Inflammation,@CHEMICAL_Nitrites,multitype
@DISEASE_Inflammation,@CHEMICAL_Emodin,multitype
@DISEASE_Inflammation,@CHEMICAL_Adenosine_Triphosphate,multitype
@DISEASE_Inflammation,@CHEMICAL_Linoleic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Cyclophosphamide,multitype
@DISEASE_Inflammation,@GENE_IL5,multitype
@DISEASE_Inflammation,@CHEMICAL_Cadmium,multitype
@DISEASE_Inflammation,@CHEMICAL_epigallocatechin_gallate,multitype
@DISEASE_Inflammation,@CHEMICAL_3_Hydroxybutyric_Acid,multitype
@DISEASE_Inflammation,@GENE_LEP,multitype
@DISEASE_Inflammation,@CHEMICAL_Heparin,multitype
@DISEASE_Inflammation,@CHEMICAL_Nobelium,multitype
@DISEASE_Inflammation,@CHEMICAL_Histidine,multitype
@DISEASE_Inflammation,@GENE_MPO,multitype
@DISEASE_Inflammation,@CHEMICAL_Isoproterenol,multitype
@DISEASE_Inflammation,@CHEMICAL_3_4_5_3'_4'_pentachlorobiphenyl,multitype
@DISEASE_Inflammation,@CHEMICAL_phenolic_acid,Negative_Correlation
@DISEASE_Inflammation,@CHEMICAL_Alanine,multitype
@DISEASE_Inflammation,@CHEMICAL_Glutamic_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Colchicine,multitype
@DISEASE_Inflammation,@CHEMICAL_Carbohydrates,multitype
@DISEASE_Inflammation,@CHEMICAL_Methionine,multitype
@DISEASE_Inflammation,@CHEMICAL_Fatty_Acids_Unsaturated,multitype
@DISEASE_Inflammation,@CHEMICAL_Succinic_Acid,multitype
@DISEASE_Inflammation,@GENE_SCGB1A1,multitype
@DISEASE_Inflammation,@CHEMICAL_Tretinoin,multitype
@DISEASE_Inflammation,@CHEMICAL_nuciferine,multitype
@DISEASE_Inflammation,@GENE_CXCL10,multitype
@DISEASE_Inflammation,@CHEMICAL_Carnitine,multitype
@DISEASE_Inflammation,@CHEMICAL_Lignans,Negative_Correlation
@DISEASE_Inflammation,@CHEMICAL_Norepinephrine,multitype
@DISEASE_Inflammation,@CHEMICAL_Fatty_Acids_Volatile,multitype
@DISEASE_Inflammation,@CHEMICAL_Magnesium,multitype
@DISEASE_Inflammation,@CHEMICAL_Polychlorinated_Biphenyls,multitype
@DISEASE_Inflammation,@CHEMICAL_Carrageenan,multitype
@DISEASE_Inflammation,@CHEMICAL_Citric_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_bisphenol_A,multitype
@DISEASE_Inflammation,@CHEMICAL_Infliximab,multitype
@DISEASE_Inflammation,@CHEMICAL_caffeic_acid,multitype
@DISEASE_Inflammation,@GENE_CFTR,Association
@DISEASE_Inflammation,@CHEMICAL_Dioxins,multitype
@DISEASE_Inflammation,@CHEMICAL_sinomenine,multitype
@DISEASE_Inflammation,@CHEMICAL_8_Hydroxy_2'_Deoxyguanosine,multitype
@DISEASE_Inflammation,@CHEMICAL_fisetin,multitype
@DISEASE_Inflammation,@CHEMICAL_Chondroitin_Sulfates,multitype
@DISEASE_Inflammation,@CHEMICAL_Peroxynitrous_Acid,multitype
@DISEASE_Inflammation,@CHEMICAL_upadacitinib,multitype
@DISEASE_Inflammation,@CHEMICAL_Praziquantel,multitype
@DISEASE_Inflammation,@CHEMICAL_Doxorubicin,multitype
@DISEASE_Inflammation,@CHEMICAL_Free_Radicals,multitype
@DISEASE_Inflammation,@CHEMICAL_Galactose,multitype
@DISEASE_Inflammation,@CHEMICAL_Paraquat,multitype
@DISEASE_Inflammation,@CHEMICAL_Poly_I_C,multitype
@DISEASE_Inflammation,@CHEMICAL_Lysine,multitype
@DISEASE_Inflammation,@GENE_PPARA,multitype
@DISEASE_Inflammation,@GENE_SOD2,multitype
@DISEASE_Inflammation,@CHEMICAL_Acetates,multitype
@DISEASE_Inflammation,@CHEMICAL_Thioacetamide,multitype
@DISEASE_Inflammation,@CHEMICAL_Triglycerides,multitype
@DISEASE_Inflammation,@CHEMICAL_Fatty_Acids_Nonesterified,multitype
@DISEASE_Inflammation,@CHEMICAL_Oleic_Acid,multitype
@DISEASE_Inflammation,@GENE_APP,multitype
@DISEASE_Inflammation,@CHEMICAL_Methane,multitype
@DISEASE_Inflammation,@GENE_CD68,multitype
@DISEASE_Inflammation,@GENE_STING1,multitype
@DISEASE_Inflammation,@CHEMICAL_Propofol,multitype
@DISEASE_Inflammation,@CHEMICAL_Glycation_End_Products_Advanced,multitype
@DISEASE_Inflammation,@CHEMICAL_tetramethylpyrazine,multitype
@DISEASE_Inflammation,@CHEMICAL_Lysophosphatidylcholines,multitype
@DISEASE_Inflammation,@CHEMICAL_Mannose,multitype
@DISEASE_Inflammation,@CHEMICAL_Titanium,multitype
@DISEASE_Inflammation,@CHEMICAL_7_ketocholesterol,multitype
@DISEASE_Inflammation,@CHEMICAL_Ramipril,Negative_Correlation
@DISEASE_Inflammation,@CHEMICAL_aloe_emodin,multitype
@DISEASE_Inflammation,@CHEMICAL_propionic_acid,multitype
@DISEASE_Inflammation,@CHEMICAL_Neon,multitype
@DISEASE_Inflammation,@GENE_H19,multitype
@DISEASE_Inflammation,@GENE_CCL20,multitype
@DISEASE_Inflammation,@CHEMICAL_6_formylindolo(3_2_b)carbazole,multitype
@DISEASE_Heart_Diseases,@CHEMICAL_Thioctic_Acid,multitype
@DISEASE_Heart_Diseases,@CHEMICAL_Glutamic_Acid,multitype
@DISEASE_Heart_Diseases,@GENE_TTR,multitype
@DISEASE_Heart_Diseases,@CHEMICAL_Methotrexate,multitype
@CHEMICAL_quinone,@CHEMICAL_Glutathione,multitype
@GENE_FAH,@DISEASE_Liver_Diseases,Association
@GENE_FAH,@DISEASE_Carcinoma_Hepatocellular,multitype
@GENE_FAH,@DISEASE_Hypersensitivity_Immediate,multitype
@DISEASE_Cartilage_Diseases,@CHEMICAL_Reactive_Oxygen_Species,multitype
@DISEASE_Cartilage_Diseases,@CHEMICAL_Hyaluronic_Acid,multitype
@DISEASE_Osteoarthropathy_Primary_Hypertrophic,@GENE_HPGD,multitype
@DISEASE_Osteoarthropathy_Primary_Hypertrophic,@CHEMICAL_Dinoprostone,multitype
@DISEASE_Osteoarthropathy_Primary_Hypertrophic,@GENE_SLCO2A1,multitype
@DISEASE_Osteoarthropathy_Primary_Hypertrophic,@GENE_CBR1,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Neoplasms,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Manganese,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_alpha_Tocopherol,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Glioma,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Superoxides,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Colorectal_Neoplasms,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Colitis_Ulcerative,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Arginine,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Liver_Failure,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Mitochondrial_Diseases,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Selenium,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_CYBB,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Cisplatin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Glutamic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Fibrosis,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Rutin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_ferric_ammonium_citrate,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Reperfusion_Injury,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Lipopolysaccharides,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Zinc,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Gold,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Hyperoxia,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_hesperetin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_ursodoxicoltaurine,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Intervertebral_Disc_Degeneration,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_CASP3,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_HIF1A,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_CAT,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Lead,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Salicylic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Cysteine,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_SOD1,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Thioctic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_NFE2L2,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Hydrogen_Peroxide,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_IL1B,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_ferulic_acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Metal_Organic_Frameworks,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Phytic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Chitosan,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Inflammatory_Bowel_Diseases,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Sodium_Chloride,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_isoborneol,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Hypoxia,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Infections,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Glucose,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Breast_Neoplasms,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_APP,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Quercetin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_BAX,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_PINK1,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_FOXM1,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Vitamin_E,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Arthritis_Rheumatoid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Melatonin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Hypertension,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Atherosclerosis,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Platinum,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Bacterial_Infections,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Ergothioneine,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_vanillin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Soft_Tissue_Injuries,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Flavonoids,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_CUL3,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_bisphenol_A,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Uric_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Methanol,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_kaempferol,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Neurotoxicity_Syndromes,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Butyrates,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_coenzyme_Q10,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Curcumin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Fatty_Acids_Unsaturated,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Cobalt,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Riboflavin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Adenosine_Triphosphate,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_shikonin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Arachidonic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Lignin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Arsenic,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_manganese_dioxide,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_rhodamine_B,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Polysaccharides,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_biochar,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Brain_Ischemia,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Acetaminophen,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Acute_Kidney_Injury,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Kidney_Diseases,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_NFKB1,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Cadmium,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Propofol,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_baicalin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Hyaluronic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Porphyrins,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Dimethyl_Sulfoxide,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_thymoquinone,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Cardiomyopathies,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Oleic_Acid,multitype
@CHEMICAL_Reactive_Oxygen_Species,@GENE_DKK1,multitype
@CHEMICAL_Reactive_Oxygen_Species,@CHEMICAL_Simvastatin,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Hyperuricemia,multitype
@CHEMICAL_Reactive_Oxygen_Species,@DISEASE_Neuroinflammatory_Diseases,multitype
@CHEMICAL_Vitamin_E,@DISEASE_Neoplasms,multitype
@CHEMICAL_Vitamin_E,@CHEMICAL_Calcium,multitype
@CHEMICAL_Vitamin_E,@DISEASE_Liver_Failure,multitype
@CHEMICAL_Vitamin_E,@CHEMICAL_Glucose,multitype
@CHEMICAL_Vitamin_E,@GENE_LOC548177,multitype
@CHEMICAL_Vitamin_E,@DISEASE_Skin_Diseases,multitype
@CHEMICAL_Vitamin_E,@DISEASE_Fatty_Liver,multitype
@CHEMICAL_Vitamin_E,@DISEASE_Obesity,multitype
@CHEMICAL_Vitamin_E,@CHEMICAL_Malondialdehyde,multitype
