gene	drug	regulatory approval	indication	interaction score
GABRA1	[35S]TBPS	Not Approved	""	0.06692794687036606
GABRA1	ZK93423	Not Approved	""	0.1003919203055491
GABRA1	METHAQUALONE HYDROCHLORIDE	Approved	""	0.02509798007638727
KCNA2	GUANIDINE HYDROCHLORIDE	Approved	""	0.1591579224356266
KCNA2	STREPTOZOCIN	Approved	""	0.2837162965156822
KCNA2	DALFAMPRIDINE	Approved	MS-treatment	0.135947392080431
KCNA2	AMIFAMPRIDINE	Approved	""	0.1553684480919212
KCNA2	OXIDOPAMINE	Not Approved	""	0.6525474819860692
KCNA2	AMIFAMPRIDINE PHOSPHATE	Approved	""	0.1591579224356266
KCNA2	TEDISAMIL	Not Approved	""	0.1631368704965173
KCNA2	NERISPIRDINE	Not Approved	""	0.1305094963972138
MAP3K5	SELONSERTIB	Not Approved	""	26.10189927944276
MAP3K5	MSC2032964A	Not Approved	""	8.700633093147589
MAP3K5	COMPOUND 10 [PMID: 23147077]	Not Approved	""	4.350316546573794
MAP3K5	GS-444217	Not Approved	""	8.700633093147589
MAP3K5	HYDROXYUREA	Approved	Antineoplastic Agents	0.8286317231569131
MAP3K5	COMPOUND 26 [PMID: 31710475]	Not Approved	""	8.700633093147589
DAZL	Z-VDVAD-FMK	Not Approved	""	26.10189927944276
DAZL	COMPOUND 4 [PMID: 12408711]	Not Approved	""	6.525474819860691
GUCY2C	PLECANATIDE	Approved	motilitant	19.57642445958207
GUCY2C	LINACLOTIDE	Approved	for treatment of irritable bowel syndrome,motilitant	19.57642445958207
GUCY2C	DOLCANATIDE	Not Approved	""	13.05094963972138
GUCY2C	INDUSATUMAB VEDOTIN	Not Approved	""	1.631368704965172
PARP3	RUCAPARIB	Approved	""	0.3625263788811495
PARP3	4-[3-(1,4-DIAZEPAN-1-YLCARBONYL)-4-FLUOROBENZYL]PHTHALAZIN-1(2H)-ONE	Not Approved	""	4.350316546573794
PARP3	OLAPARIB	Approved	""	0.1891441976771215
PARP3	VELIPARIB	Not Approved	""	0.790966644831599
PARP3	RUCAPARIB CAMSYLATE	Approved	""	2.900211031049196
PARP3	E-7016	Not Approved	""	2.900211031049196
PGC	ECABET	Not Approved	antiulcer agent	26.10189927944276
CACNA1S	NILVADIPINE	Not Approved	""	0.1969954662599453
CACNA1S	SUCCINYLCHOLINE	Approved	Skeletal,Muscle Relaxants	0.8954339375452064
CACNA1S	ISOFLURANE	Approved	Inhalation,Anesthetics	0.3177346229999119
CACNA1S	AMLODIPINE BENZOATE	Approved	""	0.2462443328249317
CACNA1S	MANIDIPINE	Not Approved	""	0.2462443328249317
CACNA1S	ATAGABALIN	Not Approved	""	0.03788374351152796
CACNA1S	SIMVASTATIN	Approved	antidyslipidaemic agent,anticholesterolaemic agent,antihypertensive agent	0.03939909325198908
CACNA1S	WP814	Not Approved	""	0.984977331299727
CACNA1S	ENFLURANE	Approved	Inhalation,Anesthetics	0.2859611606999206
CACNA1S	DESFLURANE	Approved	inhalation anesthetics	0.2954931993899181
CACNA1S	BENIDIPINE	Not Approved	""	0.1969954662599453
CACNA1S	PHLOROGLUCINOL	Approved	""	0.03788374351152796
CACNA1S	ARVERAPAMIL	Not Approved	for treatment of irritable bowel syndrome	0.09849773312997269
CACNA1S	NICARDIPINE HYDROCHLORIDE	Approved	""	0.1094419256999696
CACNA1S	ISRADIPINE	Approved	Antihypertensive Agents; Vasodilator Agents	0.08208144427497725
CACNA1S	AZD1305	Not Approved	""	0.1641628885499545
CACNA1S	FELODIPINE	Approved	antihypertensive agent	0.115879686035262
CACNA1S	CILNIDIPINE	Not Approved	""	0.1407110473285324
CACNA1S	ROSUVASTATIN	Approved	antihypecholesterolemic agent	0.08208144427497725
CACNA1S	AZELNIDIPINE	Not Approved	""	0.1641628885499545
CACNA1S	NITRENDIPINE	Approved	Antihypertensive Agents; Vasodilator Agents	0.09849773312997269
CACNA1S	CLEVIDIPINE	Approved	antihypertensive agent	0.2814220946570648
CACNA1S	TERODILINE HYDROCHLORIDE	Approved	""	0.03177346229999119
CACNA1S	AMLODIPINE BESYLATE	Approved	cardiovascular agent,antihypertensive agent	0.1313303108399636
CACNA1S	IMAGABALIN	Not Approved	""	0.03788374351152796
CACNA1S	CAFFEINE	Approved	Central Nervous System Stimulants	0.07986302686214003
CACNA1S	ELPETRIGINE	Not Approved	""	0.1094419256999696
CACNA1S	BEPRIDIL HYDROCHLORIDE	Approved	""	0.03788374351152796
CACNA1S	LERCANIDIPINE HYDROCHLORIDE	Approved	""	0.1969954662599453
CACNA1S	LACIDIPINE	Approved	""	0.2462443328249317
CACNA1S	DRONEDARONE HYDROCHLORIDE	Approved	""	0.06156108320623293
CACNA1S	BIRICODAR	Not Approved	""	0.2462443328249317
CACNA1S	DILTIAZEM MALATE	Approved	""	0.2462443328249317
CACNA1S	COMPOUND 14 [PMID: 30925062]	Not Approved	""	0.328325777099909
CACNA1S	METHOXYFLURANE	Approved	Inhalation,Anesthetics	0.4029452718953429
CACNA1S	CELECOXIB	Approved	NSAID	0.02940230839700677
CACNA1S	GABAPENTIN ENACARBIL	Approved	for treatment of restless legs syndrome	0.03648064189998989
CACNA1S	LEVAMLODIPINE MALEATE	Approved	""	0.2462443328249317
CACNA1S	NISOLDIPINE	Approved	Antihypertensive Agents; Vasodilator Agents	0.057939843017631
CACNA1S	DILTIAZEM HYDROCHLORIDE	Approved	antihypertensive agent	0.06156108320623293
CACNA1S	NIFEDIPINE	Approved	Antianginal Agents; Vasodilator Agents	0.01758888091606655
CACNA1S	PRAVASTATIN SODIUM	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.07296128379997978
CACNA1S	SULOCTIDIL	Approved	""	0.03788374351152796
CACNA1S	GABAPENTIN	Approved	analgesic,for treatment of neuropathic pain	0.02462443328249317
CACNA1S	VERAPAMIL	Approved	antihypertensive agent	0.0656651554199818
CACNA1S	AMLODIPINE MALEATE	Approved	""	0.2462443328249317
CACNA1S	ATORVASTATIN CALCIUM TRIHYDRATE	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.03581735750180825
CACNA1S	CINNARIZINE	Approved	Anti-Allergic Agents	0.08954339375452064
CACNA1S	SEVOFLURANE	Approved	Inhalation,Anesthetics	0.23958908058642
CACNA1S	NIMODIPINE	Approved	Antihypertensive Agents; Vasodilator Agents	0.05184091217366984
CACNA1S	PREGABALIN	Approved	for treatment of restlegs legs syndrome,neuropathic pain,analgesic	0.03788374351152796
CACNA1S	HALOTHANE	Approved	Inhalation,Anesthetics	0.2462443328249317
CACNA1S	MEPIRODIPINE	Not Approved	""	0.2462443328249317
FMO1	OLANZAPINE	Approved	for treatment of bipolar disorder,antidepressant,antipsychotic agent	0.4579280575340836
FMO1	TAMOXIFEN	Approved	Hormonal,Antineoplastic Agents	0.5354235749629285
FMO1	NICOTINE POLACRILEX	Approved	Central Nervous System Stimulants	0.756576790708486
ERF	URMC-099	Not Approved	""	5.800422062098392
CACNB1	GABAPENTIN	Approved	analgesic,for treatment of neuropathic pain	0.09322106885515273
CACNB1	ATAGABALIN	Not Approved	""	0.1434170290079273
CACNB1	SULOCTIDIL	Approved	""	0.1434170290079273
CACNB1	IMAGABALIN	Not Approved	""	0.1434170290079273
CACNB1	BEPRIDIL HYDROCHLORIDE	Approved	""	0.1434170290079273
CACNB1	GABAPENTIN ENACARBIL	Approved	for treatment of restless legs syndrome	0.1381052871928188
CACNB1	PREGABALIN	Approved	for treatment of restlegs legs syndrome,neuropathic pain,analgesic	0.1434170290079273
CACNB1	ARVERAPAMIL	Not Approved	for treatment of irritable bowel syndrome	0.3728842754206109
CACNB1	ESTRADIOL DISULFATE	Not Approved	""	3.728842754206109
CACNB1	TERODILINE HYDROCHLORIDE	Approved	""	0.1202852501356809
CACNB1	VERAPAMIL	Approved	antihypertensive agent	0.1657263446313826
CACNB1	IBUTILIDE	Approved	Anti-Arrhythmia Agents	1.065383644058888
CACNB1	CELECOXIB	Approved	NSAID	0.1113087389315256
CACNB1	PHLOROGLUCINOL	Approved	""	0.1434170290079273
STIM1	VINCRISTINE	Approved	antineoplastic agent	1.288982680466309
CSN1S1	I3MT-3	Not Approved	""	52.20379855888553
SOD1	TETRACYCLINE	Approved	""	0.725052757762299
SOD1	DOXYCYCLINE ANHYDROUS	Approved	""	0.5674325930313645
SOD1	TOFERSEN	Approved	for treatment of ALS	26.10189927944276
SOD1	OXYTETRACYCLINE ANHYDROUS	Approved	""	0.6525474819860692
PPIA	PROLINE	Approved	""	3.728842754206109
PPIA	SCY 635	Not Approved	""	7.457685508412219
PPIA	VOCLOSPORIN	Approved	immunosuppressant,DMARD,antiinflammatory agent	1.242947584735369
PPIA	SCY-635	Not Approved	for treatment of hepatitis C	3.728842754206109
PPIA	IMMUNOSUPPRESSANT	Not Approved	""	0.8286317231569131
PPIA	ALISPORIVIR	Not Approved	""	7.457685508412219
PPIA	CYCLOSPORINE	Approved	immunosuppressant,opthalmological agent	0.4286026154259895
CASP4	EMRICASAN	Not Approved	""	4.015676812221964
SCN4A	NKTR-171	Not Approved	""	0.08031353624443928
SCN4A	HEXYLCAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	MEPIVACAINE HYDROCHLORIDE	Approved	anestethic	0.05019596015277455
SCN4A	DICHLOROBENZYL ALCOHOL	Approved	""	0.08031353624443928
SCN4A	ESLICARBAZEPINE ACETATE	Approved	""	0.07301230567676298
SCN4A	PRIMIDONE	Approved	Anticonvulsants	0.02294672464126836
SCN4A	RILUZOLE	Approved	for treatment of ALS	0.03491892880193012
SCN4A	RANOLAZINE	Approved	antiallergy agent	0.1003919203055491
SCN4A	MERETHOXYLLINE PROCAINE	Approved	""	0.08031353624443928
SCN4A	MORICIZINE HYDROCHLORIDE	Approved	""	0.06692794687036606
SCN4A	RUFINAMIDE	Approved	""	0.06692794687036606
SCN4A	ROPIVACAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	QUINIDINE SULFATE	Approved	""	0.08031353624443928
SCN4A	RALFINAMIDE	Not Approved	""	0.04015676812221964
SCN4A	ESLICARBAZEPINE	Approved	anticonvulsant	0.07301230567676298
SCN4A	CENOBAMATE	Approved	""	0.02868340580158546
SCN4A	OXCARBAZEPINE	Approved	anticonvulsant	0.0446186312469107
SCN4A	LAMOTRIGINE	Approved	anticonvulsant	0.03650615283838149
SCN4A	ENCAINIDE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	FOSPHENYTOIN	Approved	anticonvulsant	0.0617796432649533
SCN4A	PRILOCAINE HYDROCHLORIDE	Approved	""	0.07301230567676298
SCN4A	PROPARACAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	QUINIDINE GLUCONATE	Approved	""	0.08031353624443928
SCN4A	PRILOCAINE	Approved	for treatment of premature ejaculation,anesthetic	0.07301230567676298
SCN4A	PHENYTOIN SODIUM	Approved	Anticonvulsants	0.0191222705343903
SCN4A	DISOPYRAMIDE PHOSPHATE	Approved	""	0.07301230567676298
SCN4A	IRAMPANEL	Not Approved	""	0.05736681160317092
SCN4A	EVENAMIDE	Not Approved	""	0.08031353624443928
SCN4A	PROCAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	MEXILETINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	QUINIDINE POLYGALACTURONATE	Approved	""	0.08031353624443928
SCN4A	LANPERISONE	Not Approved	""	0.8031353624443928
SCN4A	LEVOBUPIVACAINE HYDROCHLORIDE	Approved	""	0.8031353624443928
SCN4A	TOPIRAMATE	Approved	Anticonvulsants; anti-migraine agents,antimigraine agent,anticonvulsant	0.01825307641919074
SCN4A	PHENAZOPYRIDINE HYDROCHLORIDE	Approved	""	0.05019596015277455
SCN4A	ORPHENADRINE HYDROCHLORIDE	Approved	""	0.04227028223391541
SCN4A	PROPOFOL	Approved	sedative	0.05181518467383179
SCN4A	LIDOCAINE	Approved	for treatment of pelvic pain of bladder origin and interstitital cystitis,for treatment of premature ejaculation,anestethic,anesthetic	0.04724325661437605
SCN4A	BENOXINATE HYDROCHLORIDE	Approved	""	0.07301230567676298
SCN4A	MEPHENYTOIN	Approved	Anticonvulsants	0.06692794687036606
SCN4A	DYCLONINE HYDROCHLORIDE	Approved	""	0.05019596015277455
SCN4A	PROPAFENONE HYDROCHLORIDE	Approved	""	0.05736681160317092
SCN4A	PHENACEMIDE	Approved	Anticonvulsants	0.07301230567676298
SCN4A	CARBAMAZEPINE	Approved	for treatment of bipolar disorder	0.01639051760090597
SCN4A	LACOSAMIDE	Approved	neuropathic pain,analgesic,anticonvulsant	0.0617796432649533
SCN4A	ORPHENADRINE CITRATE	Approved	""	0.0382445410687806
SCN4A	ZONISAMIDE	Approved	anticonvulsant,antipsychotic agent,appetite suppressant	0.06425082899555142
SCN4A	COCAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	FOSPROPOFOL	Approved	hypnotic and sedative	0.2007838406110982
SCN4A	BUPIVACAINE	Approved	neuralgia,analgesic,local anestethic,Local,Anesthetics	0.04724325661437605
SCN4A	ETHOTOIN	Approved	Anticonvulsants	0.08031353624443928
SCN4A	TOCAINIDE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	ARTICAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	INDECAINIDE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	SAFINAMIDE	Approved	antiparkinson agent	0.05354235749629285
SCN4A	PROPOXYCAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	PROCAINAMIDE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	TETRODOTOXIN	Not Approved	analgesic	0.08031353624443928
SCN4A	ETIDOCAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	LIDOCAINE HYDROCHLORIDE	Approved	""	0.08031353624443928
SCN4A	BUPIVACAINE HYDROCHLORIDE	Approved	""	0.8031353624443928
SCN4A	CHLOROPROCAINE	Approved	Local,Anesthetics	0.0617796432649533
SCN4A	DRONEDARONE HYDROCHLORIDE	Approved	""	0.05019596015277455
SCN4A	TETRACAINE	Approved	""	0.07301230567676298
SCN4A	NERISPIRDINE	Not Approved	""	0.01606270724888785
GTF2E1	DEFERIPRONE	Approved	""	2.088151942355421
GTF2E1	DEFEROXAMINE	Approved	""	0.6141623359868886
GTF2E1	DEFERITAZOLE	Not Approved	""	10.4407597117771
GTF2E1	DEFERASIROX	Approved	""	1.305094963972138
GTF2E1	ETIDRONATE DISODIUM	Approved	""	3.480253237259035
RPS27A	MT-3724	Not Approved	""	0.1288982680466309
RPS27A	DORLIMOMAB ARITOX	Not Approved	""	0.1305094963972138
RPS27A	EXALUREN	Not Approved	""	0.1305094963972138
RPS27A	ATALUREN	Approved	""	0.1273263379485013
RPS27A	CYCLOHEXIMIDE	Not Approved	""	0.10990273380818
AOX1	VITAMIN K3	Approved	for reducing EGFR-inhibitor-induced dermatological side effects	0.3600261969578312
AOX1	ISOVANILLIN	Not Approved	""	10.4407597117771
AOX1	AZATHIOPRINE	Approved	""	1.0990273380818
AOX1	FEBUXOSTAT	Approved	for treatment of gout	1.606270724888785
AOX1	ALLOPURINOL	Approved	antiuricemic agent,for treatment of gout	0.6960506474518071
RPE65	EMIXUSTAT	Not Approved	""	14.91537101682443
RPE65	TGAAG-76	Not Approved	""	7.457685508412219
RPE65	H2O2	Not Approved	""	0.5736681160317092
RPE65	TRETINOIN	Approved	for treatment of acne	0.1639051760090597
RPE65	VORETIGENE NEPARVOVEC	Approved	""	14.91537101682443
RPE65	RETINOIC ACID AGENT	Not Approved	""	0.7217115008140856
RPE65	EMIXUSTAT HYDROCHLORIDE	Not Approved	""	7.457685508412219
KCNJ2	DRONEDARONE HYDROCHLORIDE	Approved	""	3.262737409930345
GDF9	CUDC-101	Not Approved	""	0.3625263788811495
GDF9	SCRIPTAID	Not Approved	""	0.483368505174866
GDF9	QUISINOSTAT	Not Approved	""	0.1977416612078997
GDF9	DACINOSTAT	Not Approved	""	0.2289640287670418
GDF9	TRICHOSTATIN A	Not Approved	""	0.1611228350582886
GDF9	PANOBINOSTAT	Approved	antineoplastic agent	0.135947392080431
GDF9	GIVINOSTAT	Approved	antiinflammatory agent,antineoplastic agent	0.241684252587433
GDF9	ROMIDEPSIN	Approved	antineoplastic agent	0.1553684480919212
GDF9	SS-208	Not Approved	""	0.725052757762299
GDF9	TMP269	Not Approved	""	1.087579136643448
GDF9	BELINOSTAT	Approved	antineoplastic agent	0.1977416612078997
GDF9	KA1010	Not Approved	""	0.3954833224157995
HK1	ADENOVIRUS VECTOR	Not Approved	""	7.457685508412219
DRD5	APOMORPHINE	Approved	antiparkinson agent,for treatment of erectile dysfunction,for treatment of sexual dysfunction in women	0.0966737010349732
DRD5	MK-2461	Not Approved	""	0.1087579136643448
DRD5	ERGOLOID MESYLATES, USP	Approved	Nootropic Agents; Vasodilator Agents	0.2007838406110982
DRD5	BMS-777607	Not Approved	""	0.4350316546573794
DRD5	CARPHENAZINE	Approved	Antipsychotic Agents	1.305094963972138
DRD5	MERESTINIB	Not Approved	""	0.2610189927944276
DRD5	TAVAPADON	Not Approved	""	0.8700633093147588
DRD5	COMPOUND 8I [PMID: 22765894]	Not Approved	""	0.2175158273286897
DRD5	MELEVODOPA	Approved	antiparkinson agent	0.372884275420611
DRD5	ZUCLOPENTHIXOL	Approved	Antipsychotic Agents	1.305094963972138
DRD5	OLANZAPINE	Approved	for treatment of bipolar disorder,antidepressant,antipsychotic agent	0.03434460431505627
DRD5	LEVODOPA	Approved	antiparkinson agent	0.0725052757762299
DRD5	AMOXAPINE	Approved	antidepressant	0.1740126618629517
DRD5	COMPOUND 19A [PMID: 30503936]	Not Approved	""	0.3262737409930346
DRD5	DORDAVIPRONE	Not Approved	""	1.305094963972138
DRD5	MACROPHAGE STIMULATING PROTEIN 1	Not Approved	""	2.610189927944276
DRD5	FENOLDOPAM	Approved	antihypertensive agent	0.372884275420611
DRD5	PERGOLIDE MESYLATE	Approved	""	0.372884275420611
DRD5	PIMOZIDE	Approved	Antidyskinetics; Antipsychotic Agents	0.07677029199836108
DRD5	ETILEVODOPA	Not Approved	antiparkinson agent	0.5220379855888553
AGPAT2	METRELEPTIN	Approved	""	10.4407597117771
HCRTR1	FILOREXANT	Not Approved	""	1.450105515524598
HCRTR1	LEMBOREXANT	Approved	""	1.450105515524598
HCRTR1	DARIDOREXANT HYDROCHLORIDE	Approved	""	2.900211031049196
HCRTR1	CHEMBL:CHEMBL1520346	Not Approved	""	1.160084412419678
HCRTR1	ORN-0829 HYDRATE	Not Approved	""	2.900211031049196
HCRTR1	DARIDOREXANT	Approved	""	1.450105515524598
HCRTR1	ALMOREXANT	Not Approved	sleep disorder treatment	2.900211031049196
HCRTR1	SB-649868	Not Approved	""	5.800422062098392
HCRTR1	SUVOREXANT	Approved	hypnotic	2.900211031049196
ZFP36L2	GROSHEIMIN	Not Approved	""	1.242947584735369
ZFP36L2	LACTUCOPICRIN	Not Approved	""	1.864421377103054
ZFP36L2	CITRONELLAL	Not Approved	""	3.728842754206109
ZFP36L2	ARISTOLOCHIC ACID	Not Approved	""	0.7457685508412218
ZFP36L2	BUTYRIC ACID	Not Approved	""	0.2571615692555937
ZFP36L2	CYCLAMATE	Not Approved	""	1.864421377103054
ZFP36L2	SACCHARIN	Approved	""	1.864421377103054
ZFP36L2	ACESULFAME	Approved	""	1.864421377103054
ZFP36L2	CYCLOLINOPEPTIDE 1-MSO,3-MET-CL6	Not Approved	""	3.728842754206109
ZFP36L2	GIV3727	Not Approved	""	1.242947584735369
ZFP36L2	BENGALENSOL	Not Approved	""	1.864421377103054
ZFP36L2	AMAROGENTIN	Not Approved	""	1.242947584735369
ZFP36L2	ALLOIN	Not Approved	""	3.728842754206109
ZFP36L2	3-METHYLHEXANAL	Not Approved	""	3.728842754206109
FOLR3	PEMETREXED DISODIUM	Approved	Antineoplastic Agents,antineoplastic agent	0.8031353624443929
FOLR3	PETESICATIB	Not Approved	""	3.480253237259035
FOLR3	CITIBRASINE	Not Approved	""	10.4407597117771
FOLR3	VBY-825	Not Approved	""	2.088151942355421
FOLR3	CITRUSININE II	Not Approved	""	5.220379855888553
TF	ADEMETIONINE	Not Approved	""	13.05094963972138
TF	VEMURAFENIB	Approved	antineoplastic agent	0.3527283686411184
TF	TRANSFERRIN RECEPTOR-TARGETED ANTI-RRM2 SIRNA CALAA-01	Not Approved	""	6.525474819860691
TF	ADALIMUMAB	Approved	DMARD,antiinflammatory agent	0.790966644831599
UMOD	RECOMBINANT LYMPHOKINE	Not Approved	""	4.97179033894148
UMOD	CYCLOSPORINE	Approved	immunosuppressant,opthalmological agent	0.4000291077309236
UMOD	VITAMIN A	Approved	""	1.288982680466309
LPO	ASCORBIC ACID	Approved	""	0.8031353624443929
LPO	DIETHYLSTILBESTROL	Approved	Hormone Replacement Agents	0.6327733158652792
LPO	T-817 MALEATE	Not Approved	""	5.220379855888553
LPO	RAXOFELAST	Not Approved	""	10.4407597117771
LPO	DEXTRAN SULFATE SODIUM	Not Approved	""	2.610189927944276
BCHE	SN-38	Not Approved	""	0.09322106885515274
BCHE	BMS753	Not Approved	""	1.305094963972138
BCHE	BMS-189532	Not Approved	""	1.305094963972138
BCHE	IRINOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.06214737923676848
BCHE	AROTINOID ACID	Not Approved	""	0.07677029199836108
BCHE	DEMECARIUM BROMIDE	Approved	Antiglaucomic Agents	1.305094963972138
BCHE	ECHOTHIOPHATE IODIDE	Approved	Miotics	1.305094963972138
BCHE	IMMUNOTOXIN	Not Approved	""	0.3262737409930346
BCHE	ISOFLUROPHATE	Approved	Antiglaucomic Agents	1.305094963972138
BCHE	BUPIVACAINE	Approved	neuralgia,analgesic,local anestethic,Local,Anesthetics	0.1535405839967221
BCHE	HEXAFLUORENIUM	Not Approved	Muscle Relaxants	3.915284891916414
BCHE	RO 41-5253	Not Approved	""	1.305094963972138
BCHE	TAZAROTENE	Approved	for treatment of acne,antipsoriatic agent	0.1186449967247398
BCHE	TAMIBAROTENE	Approved	antineoplastic agent	0.2175158273286897
BCHE	MEPTAZINOL	Approved	""	0.6525474819860692
BCHE	ALITRETINOIN	Approved	""	0.06214737923676848
BCHE	TACRINE HYDROCHLORIDE	Approved	""	0.6525474819860692
BCHE	AGN193836	Not Approved	""	1.305094963972138
BCHE	RIVASTIGMINE	Approved	for treatment of Alzheimer's disease	0.5593264131309165
BCHE	VOLANESORSEN	Approved	""	0.6525474819860692
BCHE	BMS614	Not Approved	""	1.305094963972138
BCHE	PHENSERINE	Not Approved	for treatment of Alzheimer's disease	0.2610189927944276
BCHE	MEMANTINE HYDROCHLORIDE	Approved	for treatment of Alzheimer's disease,for treatment of glaucoma	0.2900211031049196
BCHE	EPTASTIGMINE	Not Approved	""	0.6525474819860692
BCHE	BMS493	Not Approved	""	0.1864421377103055
BCHE	ADAPALENE	Approved	Dermatologic Agents	0.1087579136643448
BCHE	RO 40-6055	Not Approved	""	0.2175158273286897
BCHE	AGN193109	Not Approved	""	0.4350316546573794
BCHE	PROPANIDID	Approved	""	0.6525474819860692
BCHE	RIVASTIGMINE TARTRATE	Approved	""	0.6525474819860692
BCHE	CD666	Not Approved	""	0.4350316546573794
BCHE	DONEPEZIL	Approved	for treatment of alzheimer's disease	0.4894106114895518
BCHE	TRETINOIN	Approved	for treatment of acne	0.01434170290079272
BCHE	TRIAMCINOLONE	Approved	for treatment of diabetic macular edema	0.1134865186062729
BCHE	ANESTHETIC AGENT	Not Approved	""	0.2610189927944276
BCHE	GALANTAMINE	Approved	for treatment of alzheimer's disease	0.3262737409930346
BCHE	MIVACURIUM	Approved	Muscle Relaxants	1.740126618629517
BCHE	PHENOTHIAZINE	Not Approved	""	0.1631368704965173
BCHE	TRIFAROTENE	Approved	""	0.3262737409930346
BCHE	SUCCINYLCHOLINE	Approved	Skeletal,Muscle Relaxants	2.135609941045317
CARD16	RIBAVIRIN	Approved	""	1.37378417260225
CARD16	PEGINTERFERON ALFA-2B	Approved	""	1.631368704965172
ATN1	DORSOMORPHIN	Not Approved	""	1.631368704965172
ATN1	COMPOUND 66 [PMID: 19788238]	Not Approved	""	1.186449967247398
ATN1	COMPOUND 8H [PMID: 21561767]	Not Approved	""	1.864421377103054
ATN1	DDR1/2 INHIBITOR 5N	Not Approved	""	1.003919203055491
PSMB6	CARFILZOMIB	Approved	antineoplastic agent	0.4971790338941479
PSMB6	BORTEZOMIB D-MANNITOL	Approved	""	0.1962548818003215
PSMB6	MARIZOMIB	Not Approved	""	0.3551278813529627
PSMB6	OPROZOMIB	Not Approved	antineoplastic agent	0.1864421377103054
PSMB6	IXAZOMIB CITRATE	Approved	antineoplastic agent	0.191222705343903
PSMB6	BORTEZOMIB	Approved	antineoplastic agent	0.350949906278222
PSMB6	IXAZOMIB	Approved	""	0.1775639406764813
NEK4	DOVITINIB	Not Approved	antineoplastic agent	0.04698811751474845
NEK4	SP-600125	Not Approved	""	0.05332359403359094
NEK4	TAMATINIB	Not Approved	""	0.05859012183937771
NEK4	CENISERTIB	Not Approved	antineoplastic agent	0.04021864295753893
NEK4	NVP-TAE684	Not Approved	""	0.04607572688339412
NEK4	SNS-314	Not Approved	antineoplastic agent	0.1129952349759427
NEK4	BAY 61-3606	Not Approved	""	0.1157512163168193
NEK4	GW441756X	Not Approved	""	0.07301230567676298
NEK4	PHA-767491	Not Approved	""	0.07190605862105445
NEK4	CYC-116	Not Approved	""	0.04892577184525354
NEK4	ILORASERTIB	Not Approved	""	0.04091206783611718
NPR1	CARPERITIDE	Not Approved	""	1.338558937407321
NPR1	NITROPRUSSIDE	Approved	Antihypertensive Agents; Vasodilator Agents	4.015676812221964
NPR1	NESIRITIDE	Approved	cardiovascular agent,for treatment of congestive heart failure	4.015676812221964
NPR1	ERYTHRITYL TETRANITRATE	Approved	Antianginal Agents; Vasodilator Agents	2.677117874814642
NPR1	ATRIAL NATRIURETIC PEPTIDE	Not Approved	for treatment of congestive heart failure	1.338558937407321
NPR1	PL-3994	Not Approved	antihypertensive agent	16.06270724888785
NPR1	NITRIC OXIDE	Approved	antiinflammatory agent	0.4015676812221964
NPR1	CENDERITIDE	Not Approved	for treatment of heart failure	1.003919203055491
NPR1	ISOSORBIDE DINITRATE	Approved	antihypertensive agent	0.7301230567676299
NPR1	ATACIGUAT	Not Approved	""	0.8031353624443928
NPR1	NITROGLYCERIN	Approved	for treatment of Raynaud's disease	0.617796432649533
NPR1	ULARITIDE	Not Approved	""	4.015676812221964
NPR1	ISOSORBIDE MONONITRATE	Approved	Antianginal Agents; Vasodilator Agents	0.8031353624443928
CORO7	METHYLPHENIDATE HYDROCHLORIDE	Approved	for treatment of ADHD	2.269730372125458
GABBR1	BACLOFEN	Approved	for treatment of alcohol dependance	2.610189927944276
GABBR1	LESOGABERAN	Not Approved	for treatment of gastrointestinal reflux disease	2.900211031049196
GABBR1	SODIUM OXYBATE	Approved	""	1.450105515524598
GABBR1	PROGABIDE	Not Approved	Anticonvulsants	4.350316546573794
GABBR1	SGS-742	Not Approved	""	2.175158273286897
GABBR1	CALCIUM OXYBATE	Approved	""	2.175158273286897
GABBR1	VIGABATRIN	Approved	for treatment of addiction	1.087579136643448
GABBR1	MAGNESIUM OXYBATE	Approved	""	2.175158273286897
GABBR1	ANTIDEPRESSANT AGENT	Not Approved	""	0.1673198671759151
GABBR1	ARBACLOFEN	Not Approved	symptomatic treatment for fragile X syndrome	2.175158273286897
GABBR1	POTASSIUM OXYBATE	Approved	""	2.175158273286897
GABBR1	ARBACLOFEN PLACARBIL	Not Approved	""	1.450105515524598
UOX	POLYETHYLENE GLYCOL 4000	Approved	""	31.32227913533131
